problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
three_rule_comb4,28,three_rule_comb4_28,False,[2 7 5],"2 7 5]
[2 6 5]",-7.507953643798828,"[2, 7, 5]",True,"[-8.816604614257812, -9.15652084350586, -8.29166030883789, -8.599132537841797, -8.905111312866211, -2.241403579711914, -10.637676239013672, -5.599584579467773]",5,2 7 5],-2.241403579711914,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,28,three_rule_comb5_28,False,[4 8 3],"4 7 3]
[5 7 5]",-5.576255798339844,"[4, 7, 3]",False,"[-12.843717575073242, -4.104341506958008, -3.3756027221679688, -7.426414489746094, -11.860527038574219, -7.768651962280273, -11.669282913208008, -4.946437835693359]",2,6 7 3],-3.3756027221679688,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,28,three_rule_comb6_28,False,[6 4 6],"6 4 0]
[1 4 6]",-5.069328308105469,"[6, 4, 0]",False,"[-8.327442169189453, -4.345417022705078, -7.617988586425781, -7.837652206420898, -6.774448394775391, -6.848119735717773, -6.6586761474609375, -3.228860855102539]",7,6 0 4],-3.228860855102539,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,28,three_rule_comb7_28,False,[9 8 9],"8 1 1]
[8 1 7]",-6.098812103271484,"[8, 1, 1]",False,"[-6.947265625, -8.122941970825195, -7.994108200073242, -7.165561676025391, -5.6699676513671875, -7.741342544555664, -8.271299362182617, -10.376422882080078]",4,9 8 9],-5.6699676513671875,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,28,three_rule_comb8_28,False,[4 5 3],"4 2 5]
[5 4 5]",-5.03709602355957,"[4, 2, 5]",False,"[-8.300832748413086, -2.443723678588867, -3.9643096923828125, -4.297319412231445, -7.120819091796875, -6.1392669677734375, -8.159147262573242, -11.603302001953125]",1,4 5 4],-2.443723678588867,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,28,three_rule_comb9_28,False,[8 1 0],"8 2 1]
[6 3 1]",-3.0609397888183594,"[8, 2, 1]",False,"[-9.36502456665039, -3.6715869903564453, -5.150333404541016, -4.545314788818359, -8.139163970947266, -10.077505111694336, -9.213495254516602, -10.15255355834961]",1,8 1 0],-3.6715869903564453,True,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,28,c3_set_union_28,True,[8 0 1 6],"8 1]
[8 1] [1",-5.30705451965332,[1 8],False,"[-5.363094329833984, -8.516984939575195, -2.157440185546875, -3.805879592895508, -9.622965812683105, -7.126333236694336, -6.03931999206543, -5.985492706298828]",2,8 1 6],-2.157440185546875,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,28,c1_set_union_28,True,[9],"9]
[5 3] [5]",-6.306974411010742,[9],True,"[-8.458396911621094, -5.503658294677734, -6.782415390014648, -3.4373817443847656, -5.458436965942383, 0.0, -0.4023151397705078, -4.7277374267578125]",5,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,28,c2_set_union_28,True,[5],"2 4] [4]
[2]",-7.595613479614258,[2 4],False,"[-4.187278747558594, -1.833221435546875, -4.434051513671875, -3.287080764770508, 0.0, -2.9596176147460938, -3.7015609741210938, -5.557830810546875]",4,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND,28,AND_28,True,[1],"1]
[8 1 4] [6",-3.260662078857422,[1],True,"[-7.173959732055664, -6.456401824951172, -7.03400993347168, -13.24878215789795, -6.200555801391602, -12.351184844970703, -8.503654479980469, -0.1541900634765625]",7,1],-0.1541900634765625,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,28,XOR_28,True,[9 0],"4 3]
[3 4] [0",-5.280078887939453,[3 4],False,"[-2.876842498779297, -10.952559471130371, -9.606528282165527, -3.451251983642578, -11.390130996704102, -7.702465057373047, -3.204212188720703, -16.412364959716797]",0,3 9],-2.876842498779297,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,28,c3_set_union_permuted_28,True,[5 3 7 4],"5 4]
[4 3] [3",-7.230926513671875,[4 5],False,"[-2.6320247650146484, -4.750783920288086, -4.48930549621582, -6.633359909057617, -10.814413070678711, -6.0555877685546875, -4.557302474975586, -3.435354232788086]",0,5 7],-2.6320247650146484,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,28,c2_set_union_permuted_28,True,[0],"5 1] [5 2]
[1",-5.840612411499023,[1 5],False,"[-6.2858123779296875, -5.508932113647461, -9.989463806152344, -4.598386764526367, -3.4992713928222656, -5.149568557739258, -5.896533966064453, -4.704610824584961]",4,0],-3.4992713928222656,True,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,28,c1_set_union_permuted_28,True,[1],"0] [1]
[1 0]",-5.820009231567383,[0],False,"[-3.874542236328125, -3.399923324584961, -7.1527862548828125, -1.916360855102539, -8.523427963256836, -8.626937866210938, -7.513586044311523, -1.1004257202148438]",7,0],-1.1004257202148438,False,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,28,XOR_permuted_28,True,[3 7],"1 7]
[0 3] [0",-6.062742233276367,[1 7],False,"[-20.31999969482422, -2.8082637786865234, -2.9047584533691406, -13.719319343566895, -11.503534317016602, -13.26767349243164, -5.053102493286133, -3.2126121520996094]",1,3 7],-2.8082637786865234,True,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,28,AND_permuted_28,True,[],"3] [4]
[4] [",-5.985019683837891,[3],False,"[-16.51417350769043, -5.76734733581543, -10.879220962524414, 0.0, -9.071735382080078, -13.15716552734375, -15.476364135742188, -7.761411666870117]",3,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,29,row_constant_29,False,[7],"7]
[6] [6] [",-2.620401382446289,[7],True,"[-4.099416732788086, -4.222620010375977, -4.589754104614258, -5.058320999145508, -3.8601722717285156, -3.929811477661133, -4.534799575805664, -0.1631317138671875]",7,7],-0.1631317138671875,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,29,col_constant_29,False,[3],"3]
[2] [7] [",-0.264617919921875,[3],True,"[-4.460870742797852, -4.910409927368164, -3.3350181579589844, -5.18492317199707, -6.397832870483398, -5.614770889282227, -0.104248046875, -4.9695892333984375]",6,3],-0.104248046875,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,29,dist3_diag1_29,False,[3],"3]
[4] [8] [",-2.5395336151123047,[3],True,"[-3.5355491638183594, -3.5019664764404297, -5.77049446105957, -2.403951644897461, -2.6519775390625, -3.7602195739746094, -0.42545509338378906, -4.643123626708984]",6,3],-0.42545509338378906,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,29,dist3_diag2_29,False,[7],"7]
[2] [9] [",-2.5541019439697266,[7],True,"[-0.22992324829101562, -3.439279556274414, -4.4845733642578125, -3.5014991760253906, -3.2034778594970703, -3.412670135498047, -4.309886932373047, -4.2647857666015625]",0,7],-0.22992324829101562,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,29,two_rule_comb0_29,False,[0 2],"0 2]
[1 4] [5",-0.1741008758544922,"[0, 2]",True,"[-9.435232162475586, -0.07842636108398438, -4.557981491088867, -8.486993789672852, -9.177600860595703, -6.99873161315918, -6.619945526123047, -7.238842010498047]",1,0 2],-0.07842636108398438,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,29,two_rule_comb1_29,False,[0 4],"0 4]
[0 9] [8",-4.632080078125,"[0, 4]",True,"[-6.117910385131836, -1.0833873748779297, -5.950412750244141, -4.854318618774414, -3.713987350463867, -8.062532424926758, -6.777494430541992, -5.348451614379883]",1,0 4],-1.0833873748779297,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,29,two_rule_comb2_29,False,[0 4],"0 4]
[3 5] [4",-0.4466571807861328,"[0, 4]",True,"[-3.579526901245117, -6.412179946899414, -4.777898788452148, -0.16440582275390625, -9.503591537475586, -4.289491653442383, -6.043117523193359, -7.108713150024414]",3,0 4],-0.16440582275390625,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,29,two_rule_comb3_29,False,[0 2],"0 7]
[4 7] [3",-4.244245529174805,"[0, 7]",False,"[-1.791769027709961, -3.535003662109375, -6.017465591430664, -5.12702751159668, -6.58056640625, -3.980947494506836, -3.9914379119873047, -3.7986297607421875]",0,0 2],-1.791769027709961,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,29,two_rule_comb4_29,False,[4 1],"4 1]
[1 2] [9",-3.338153839111328,"[4, 1]",True,"[-3.4545669555664062, -1.1260032653808594, -4.933353424072266, -1.8418846130371094, -9.719566345214844, -4.406625747680664, -6.256582260131836, -5.482316970825195]",1,4 1],-1.1260032653808594,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,29,two_rule_comb5_29,False,[8 7],"8 8]
[6 6] [8",-1.4190502166748047,"[8, 8]",False,"[-6.304132461547852, -2.7113819122314453, -5.507266998291016, -7.582620620727539, -5.5914154052734375, -9.246132850646973, -5.723993301391602, -6.634256362915039]",1,8 7],-2.7113819122314453,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,29,three_rule_comb0_29,False,[2 0 4],"2 0 4]
[1 1 4]",-3.146484375,"[2, 0, 4]",True,"[-13.119014739990234, -0.00579071044921875, -8.188709259033203, -12.734762191772461, -7.7127227783203125, -13.893301010131836, -10.155462265014648, -12.61955451965332]",1,2 0 4],-0.00579071044921875,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,29,three_rule_comb1_29,False,[8 6 2],"9 2 2]
[9 6 0]",-5.562860488891602,"[9, 2, 2]",False,"[-5.980489730834961, -3.1208934783935547, -9.904321670532227, -9.487894058227539, -3.627878189086914, -6.593116760253906, -8.348825454711914, -10.685697555541992]",1,8 6 2],-3.1208934783935547,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,29,three_rule_comb2_29,False,[6 5 1],"6 5 1]
[5 7 3]",-1.2324295043945312,"[6, 5, 1]",True,"[-9.502540588378906, -14.322931289672852, -6.218647003173828, -8.837461471557617, -14.008890151977539, -9.555265426635742, -14.020162582397461, -0.5764064788818359]",7,6 5 1],-0.5764064788818359,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,29,three_rule_comb3_29,False,[0 6 7],"0 6 7]
[2 8 8]",-2.732940673828125,"[0, 6, 7]",True,"[-11.562902450561523, -11.752822875976562, -7.434539794921875, -10.57386589050293, -9.908597946166992, -0.2552947998046875, -8.440773010253906, -9.209613800048828]",5,0 6 7],-0.2552947998046875,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,29,three_rule_comb4_29,False,[5 5 1],"5 5 8]
[3 6 8]",-4.625261306762695,"[5, 5, 8]",False,"[-2.0259361267089844, -10.907569885253906, -8.999456405639648, -6.332988739013672, -7.862703323364258, -10.671926498413086, -9.073225021362305, -12.758760452270508]",0,5 5 1],-2.0259361267089844,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,29,three_rule_comb5_29,False,[9 8 0],"9 8 1]
[9 2 1]",-6.201408386230469,"[9, 8, 1]",False,"[-5.10588264465332, -7.718027114868164, -2.5137500762939453, -1.9006843566894531, -8.861513137817383, -7.242704391479492, -6.045167922973633, -11.340034484863281]",3,9 8 0],-1.9006843566894531,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,29,three_rule_comb6_29,False,[1 2 4],"7 2 4]
[8 7 0]",-6.721677780151367,"[7, 2, 4]",False,"[-7.477386474609375, -9.550643920898438, -7.585777282714844, -6.8067779541015625, -5.154155731201172, -4.85597038269043, -9.019527435302734, -10.463659286499023]",5,1 2 4],-4.85597038269043,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,29,three_rule_comb7_29,False,[0 2 9],"0 2 8]
[2 9 7]",-4.328226089477539,"[0, 2, 8]",False,"[-9.061971664428711, -6.167482376098633, -7.711265563964844, -3.4806079864501953, -3.3616371154785156, -8.920330047607422, -6.06611442565918, -2.7053089141845703]",7,0 2 8],-2.7053089141845703,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,29,three_rule_comb8_29,False,[4 5 6],"4 6 5]
[4 7 4]",-5.728967666625977,"[4, 6, 5]",False,"[-4.298604965209961, -8.31694221496582, -6.218938827514648, -6.71705436706543, -6.741220474243164, -2.5120716094970703, -4.042392730712891, -5.462686538696289]",5,4 6 5],-2.5120716094970703,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,29,three_rule_comb9_29,False,[8 6 4],"8 6 4]
[7 5 3]",-0.7841911315917969,"[8, 6, 4]",True,"[-8.229330062866211, -9.12440299987793, -0.6018218994140625, -9.100423812866211, -9.898183822631836, -5.358089447021484, -10.54829216003418, -11.927404403686523]",2,8 6 4],-0.6018218994140625,True,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,29,c3_set_union_29,True,[3 9 2 1],"3 2 1]
[9 3] [",-5.688808441162109,[1 2 3],False,"[0.0, -3.107027053833008, -2.3138370513916016, -4.512012481689453, -3.327634811401367, -2.998138427734375, -3.154825210571289, -7.737895965576172]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,29,c1_set_union_29,True,[9],"9]
[1 9] [1]",-4.409502029418945,[9],True,"[-5.754728317260742, -4.623043060302734, -4.462867736816406, 0.0, -5.818408966064453, -9.401952743530273, -10.578248977661133, -0.1683197021484375]",3,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,29,c2_set_union_29,True,[8],"8]
[9] [9 8]",-6.316091537475586,[8],True,"[-4.7877349853515625, -4.437782287597656, -4.657655715942383, -3.696409225463867, -3.595417022705078, -1.4882183074951172, -4.662015914916992, 0.0]",7,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND,29,AND_29,True,[1],"1]
[8 1 2] [3",-3.2874755859375,[1],True,"[-11.681402206420898, -7.375110626220703, -9.492599487304688, -10.224895477294922, -16.62427520751953, -6.535307884216309, -0.40857696533203125, -11.795358657836914]",6,1],-0.40857696533203125,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,29,XOR_29,True,[1 5],"9 5]
[9 5] [8",-6.15049934387207,[5 9],False,"[-9.910444259643555, -3.314310073852539, -10.542732238769531, -2.483804702758789, 0.0, -9.608194351196289, -10.841796875, -4.08818244934082]",4,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,29,c3_set_union_permuted_29,True,[2 1 4 3],"4 1]
[1 2] [3",-6.182249069213867,[1 4],False,"[-10.444246292114258, -5.1834564208984375, -2.8418121337890625, -6.041608810424805, -4.350860595703125, -1.9376373291015625, -2.4967002868652344, -7.195436477661133]",5,4 1],-1.9376373291015625,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,29,c2_set_union_permuted_29,True,[6],"0]
[4] [0 4]",-7.682254791259766,[0],False,"[-5.2752838134765625, 0.0, -2.013833999633789, -3.0645103454589844, -7.79005241394043, -5.683591842651367, -7.379676818847656, -4.638959884643555]",1,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,29,c1_set_union_permuted_29,True,[6],"6]
[6 1] [1]",-5.901622772216797,[6],True,"[-2.553020477294922, -2.098917007446289, -8.689115524291992, -3.7904129028320312, -7.150848388671875, -7.908552169799805, -1.4465560913085938, -2.148395538330078]",6,6],-1.4465560913085938,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,29,XOR_permuted_29,True,[9 0],"9 0]
[9 3] [0",-4.2382354736328125,[0 9],True,"[-0.7344226837158203, -12.58114242553711, -11.02776050567627, -11.162222862243652, -11.333035469055176, -3.6329689025878906, -15.262993812561035, -2.274869918823242]",0,9 0],-0.7344226837158203,True,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,29,AND_permuted_29,True,[],"3] [3]
[9] [",-4.9999237060546875,[3],False,"[-12.95406723022461, -9.225238800048828, -13.839902877807617, -11.066072463989258, 0.0, -2.541200637817383, -15.744611740112305, -17.814029693603516]",4,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,30,row_constant_30,False,[6],"6]
[7] [7] [",-2.197225570678711,[6],True,"[-4.623477935791016, -5.351900100708008, -5.278451919555664, -5.916469573974609, -0.06605148315429688, -5.796598434448242, -4.352943420410156, -4.7823486328125]",4,6],-0.06605148315429688,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,30,col_constant_30,False,[6],"6]
[2] [1] [",-0.394500732421875,[6],True,"[-0.25948524475097656, -4.145774841308594, -5.483650207519531, -5.588552474975586, -2.926929473876953, -4.75202751159668, -3.892719268798828, -3.936044692993164]",0,6],-0.25948524475097656,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,30,dist3_diag1_30,False,[4],"4]
[4] [3] [",-2.633054733276367,[4],True,"[-7.589635848999023, -2.0522003173828125, -6.243133544921875, -0.3230094909667969, -3.0698013305664062, -4.758991241455078, -3.1011791229248047, -3.306852340698242]",3,4],-0.3230094909667969,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,30,dist3_diag2_30,False,[6],"6]
[2] [8] [",-2.347921371459961,[6],True,"[-3.2327308654785156, -4.859127044677734, -4.747774124145508, -0.24010658264160156, -3.6397953033447266, -3.9011077880859375, -3.3094520568847656, -3.0950164794921875]",3,6],-0.24010658264160156,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,30,two_rule_comb0_30,False,[9 4],"9 4]
[3 3] [5",-0.24457740783691406,"[9, 4]",True,"[-8.69314193725586, -8.15829086303711, -9.34630012512207, -7.100591659545898, -6.776058197021484, -9.006174087524414, -8.743085861206055, -0.12172698974609375]",7,9 4],-0.12172698974609375,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,30,two_rule_comb1_30,False,[4 9],"4 9]
[5 1] [5",-4.445329666137695,"[4, 9]",True,"[-3.999307632446289, -6.707569122314453, -6.062843322753906, -5.274164199829102, -4.282505035400391, -0.9902744293212891, -7.027870178222656, -5.282203674316406]",5,4 9],-0.9902744293212891,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,30,two_rule_comb2_30,False,[3 2],"3 2]
[4 3] [8",-0.3455028533935547,"[3, 2]",True,"[-6.3931884765625, -3.536417007446289, -6.072074890136719, -0.12126541137695312, -10.019815444946289, -5.983495712280273, -5.492710113525391, -11.349020004272461]",3,3 2],-0.12126541137695312,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,30,two_rule_comb3_30,False,[2 4],"2 4]
[1 1] [2",-1.7207317352294922,"[2, 4]",True,"[-5.351247787475586, -8.298906326293945, -6.681476593017578, -8.970046997070312, -0.06557655334472656, -7.320751190185547, -4.960504531860352, -8.587770462036133]",4,2 4],-0.06557655334472656,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,30,two_rule_comb4_30,False,[9 6],"9 6]
[8 3] [9",-3.5204715728759766,"[9, 6]",True,"[-4.689287185668945, -5.876552581787109, -8.09549331665039, -3.685556411743164, -5.5858001708984375, -5.108665466308594, -6.163112640380859, -2.176698684692383]",7,9 6],-2.176698684692383,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,30,two_rule_comb5_30,False,[7 4],"7 4]
[6 5] [7",-0.6861763000488281,"[7, 4]",True,"[-5.279727935791016, -2.5482864379882812, -6.053260803222656, -0.20949363708496094, -4.788166046142578, -6.5631103515625, -8.530759811401367, -8.013669967651367]",3,7 4],-0.20949363708496094,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,30,three_rule_comb0_30,False,[6 7 3],"6 7 3]
[9 2 9]",-0.17696571350097656,"[6, 7, 3]",True,"[-7.939023971557617, -0.08401679992675781, -5.4414825439453125, -12.276771545410156, -10.653715133666992, -13.321598052978516, -11.634864807128906, -9.089941024780273]",1,6 7 3],-0.08401679992675781,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,30,three_rule_comb1_30,False,[6 0 0],"6 0 0]
[6 1 1]",-2.770111083984375,"[6, 0, 0]",True,"[-13.285741806030273, -14.213546752929688, -9.21954345703125, -12.070024490356445, -0.3964061737060547, -4.656408309936523, -9.35127067565918, -10.60959243774414]",4,6 0 0],-0.3964061737060547,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,30,three_rule_comb2_30,False,[2 5 8],"2 5 8]
[5 6 7]",-4.119441986083984,"[2, 5, 8]",True,"[-8.405807495117188, -8.817502975463867, -9.549110412597656, -11.224220275878906, -0.43782615661621094, -4.767711639404297, -12.59023666381836, -7.289337158203125]",4,2 5 8],-0.43782615661621094,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,30,three_rule_comb3_30,False,[5 1 9],"1 4 9]
[4 1 4]",-7.682834625244141,"[1, 4, 9]",False,"[-4.212347030639648, -8.597112655639648, -5.599836349487305, -4.1722412109375, -6.552984237670898, -4.053752899169922, -3.0534133911132812, -7.668834686279297]",6,5 1 9],-3.0534133911132812,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,30,three_rule_comb4_30,False,[4 4 1],"4 1 1]
[3 4 1]",-6.042070388793945,"[4, 1, 1]",False,"[-9.276548385620117, -9.310407638549805, -11.716527938842773, -4.913276672363281, -6.750471115112305, -12.079057693481445, -2.6068058013916016, -5.794532775878906]",6,4 4 1],-2.6068058013916016,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,30,three_rule_comb5_30,False,[5 9 5],"5 9 5]
[4 6 7]",-3.5905113220214844,"[5, 9, 5]",True,"[-1.815093994140625, -6.67333984375, -2.101358413696289, -8.92462158203125, -9.20584487915039, -11.185628890991211, -2.0526580810546875, -11.684869766235352]",0,5 9 5],-1.815093994140625,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,30,three_rule_comb6_30,False,[8 9 3],"8 3 9]
[1 9 6]",-5.180511474609375,"[8, 3, 9]",False,"[-8.673421859741211, -9.974069595336914, -11.567888259887695, -2.698263168334961, -7.900079727172852, -13.72620964050293, -10.413431167602539, -12.45621109008789]",3,8 9 3],-2.698263168334961,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,30,three_rule_comb7_30,False,[9 9 9],"9 3 5]
[9 3 5]",-6.262025833129883,"[9, 3, 5]",False,"[-9.048818588256836, -5.484663009643555, -7.162809371948242, -11.429265975952148, -7.429561614990234, -9.93979263305664, -7.481437683105469, -7.819206237792969]",1,9 1 7],-5.484663009643555,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,30,three_rule_comb8_30,False,[6 6 0],"6 4 3]
[5 0 3]",-6.557712554931641,"[6, 4, 3]",False,"[-4.578596115112305, -6.491518020629883, -8.690437316894531, -6.173463821411133, -7.117031097412109, -6.8101348876953125, -5.5132904052734375, -14.854000091552734]",0,6 6 0],-4.578596115112305,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,30,three_rule_comb9_30,False,[5 8 8],"5 7 8]
[4 6 7]",-1.1947765350341797,"[5, 7, 8]",False,"[-6.682518005371094, -4.797458648681641, -10.906684875488281, -10.253973007202148, -9.91118049621582, -8.758752822875977, -8.76455307006836, -10.248552322387695]",1,2 2 5],-4.797458648681641,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,30,c3_set_union_30,True,[3 2 4 8],"3 4]
[2 3] [4",-6.4445648193359375,[3 4],False,"[-8.900568008422852, -6.209230422973633, 0.0, -1.9673786163330078, -4.716154098510742, -3.684183120727539, -2.723033905029297, -3.1610183715820312]",2,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,30,c1_set_union_30,True,[1],"1]
[2 1] [2]",-4.429620742797852,[1],True,"[0.0, -7.711456298828125, -6.0477142333984375, -5.528387069702148, -0.1317119598388672, -3.8090476989746094, -7.386098861694336, -5.13371467590332]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,30,c2_set_union_30,True,[3],"8 3 6] [3 6]
[",-4.971973419189453,[3 6 8],False,"[-3.6587562561035156, -5.458042144775391, -3.5730724334716797, 0.0, -2.188934326171875, -4.692558288574219, -4.074104309082031, -5.466581344604492]",3,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND,30,AND_30,True,[8],"8]
[3 8 5] [6",-2.858642578125,[8],True,"[-18.08917236328125, -6.466985702514648, -8.532136917114258, -0.11343193054199219, -8.455028533935547, -6.699993133544922, -9.253219604492188, -9.035737991333008]",3,8],-0.11343193054199219,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,30,XOR_30,True,[6 2],"2 4]
[4 5] [2",-4.63163948059082,[2 4],False,"[-2.835033416748047, -16.583145141601562, -11.883578300476074, -2.5210037231445312, -10.0398530960083, -11.476034164428711, -3.256366729736328, 0.0]",7,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,30,c3_set_union_permuted_30,True,[5 8 2 4],"4 5]
[4 2] [8",-5.0931243896484375,[4 5],False,"[-4.3728179931640625, -9.080501556396484, -16.544992446899414, -4.367519378662109, -6.951101303100586, -7.575540542602539, -8.908763885498047, -4.762474060058594]",3,5 2],-4.367519378662109,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,30,c2_set_union_permuted_30,True,[6],"1 4 6 0] [1 6]
",-5.856170654296875,[0 1 4 6],False,"[-2.6838912963867188, -7.022077560424805, -3.8520450592041016, -4.729238510131836, -6.12220573425293, -3.234760284423828, -2.976053237915039, -3.7973270416259766]",0,1],-2.6838912963867188,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,30,c1_set_union_permuted_30,True,[6],"6]
[0 9] [0]",-3.0908565521240234,[6],True,"[0.0, -12.742664337158203, -6.250646591186523, -2.9256935119628906, -3.8884506225585938, -0.4521350860595703, -5.517601013183594, -3.469045639038086]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,30,XOR_permuted_30,True,[2 5],"2 5]
[1 5] [2",-4.102500915527344,[2 5],True,"[0.0, -3.54693603515625, -3.878582000732422, -9.83546257019043, -13.578656196594238, -1.8166179656982422, -12.63426399230957, -10.651264190673828]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,30,AND_permuted_30,True,[],"4] [5]
[6] [",-5.474617004394531,[4],False,"[-9.212252616882324, -15.63005542755127, 0.0, -8.886897087097168, -10.837244033813477, -9.168050765991211, -13.191169738769531, -14.175374031066895]",2,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,31,row_constant_31,False,[4],"4]
[1] [1] [",-2.3186378479003906,[4],True,"[-3.4949913024902344, -3.582132339477539, -0.15430068969726562, -3.9972705841064453, -6.192632675170898, -3.5094242095947266, -3.859651565551758, -5.1320037841796875]",2,4],-0.15430068969726562,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,31,col_constant_31,False,[8],"8]
[3] [6] [",-0.23066329956054688,[8],True,"[-6.169473648071289, -6.066444396972656, -5.698955535888672, -5.840654373168945, -4.157752990722656, -6.098596572875977, -0.09372901916503906, -4.969635009765625]",6,8],-0.09372901916503906,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,31,dist3_diag1_31,False,[2],"2]
[1] [8] [",-2.359621047973633,[2],True,"[-4.5173492431640625, -2.899789810180664, -2.136444091796875, -4.575994491577148, -4.134361267089844, -3.9100265502929688, -0.3075733184814453, -5.537082672119141]",6,2],-0.3075733184814453,True,allenai/OLMo-7B,step211000-tokens933B,False
