model,revision,model_family,training_step,model_n_params,problem_type,problem_ind,problem_id,perm_invariant,correct_answer,response,response_sum_logprob,response_correct,eval_method,pretty_eval_method
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb1,36,two_rule_comb1_36,False,[6 6],"6 6]
[9 4] [5",-2.559398651123047,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb1,36,two_rule_comb1_36,False,[6 6],6 6],-0.8275699615478516,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb2,36,two_rule_comb2_36,False,[8 0],"8 0]
[7 2] [8",-1.6448097229003906,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb2,36,two_rule_comb2_36,False,[8 0],8 0],-0.99774169921875,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb3,36,two_rule_comb3_36,False,[6 3],"6 3]
[1 9] [6",-2.003202438354492,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb3,36,two_rule_comb3_36,False,[6 3],6 3],-0.2019538879394531,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb4,36,two_rule_comb4_36,False,[0 4],"2 4]
[2 9] [2",-4.809104919433594,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb4,36,two_rule_comb4_36,False,[0 4],6 4],-3.428871154785156,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb5,36,two_rule_comb5_36,False,[3 1],"3 2]
[4 3] [3",-1.8844318389892576,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb5,36,two_rule_comb5_36,False,[3 1],3 1],-1.6465950012207031,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb0,36,three_rule_comb0_36,False,[1 4 8],"1 4 8]
[1 4 8]",-2.636524200439453,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb0,36,three_rule_comb0_36,False,[1 4 8],1 4 8],-0.0281333923339843,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb1,36,three_rule_comb1_36,False,[4 8 2],"4 8 2]
[7 8 7]",-6.504175186157227,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb1,36,three_rule_comb1_36,False,[4 8 2],4 8 2],-1.3606605529785156,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb2,36,three_rule_comb2_36,False,[3 0 8],"3 2 4]
[4 6 4]",-3.3673267364501953,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb2,36,three_rule_comb2_36,False,[3 0 8],3 2 8],-2.706562042236328,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb3,36,three_rule_comb3_36,False,[1 6 3],"1 10 2]
[3 9 2]",-7.840034484863281,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb3,36,three_rule_comb3_36,False,[1 6 3],1 9 4],-3.928234100341797,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb4,36,three_rule_comb4_36,False,[5 8 3],"5 8 4]
[6 7 4]",-6.581914901733398,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb4,36,three_rule_comb4_36,False,[5 8 3],5 8 3],-3.1359214782714844,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb5,36,three_rule_comb5_36,False,[1 2 2],"1 2 2]
[2 1 3]",-1.367963790893555,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb5,36,three_rule_comb5_36,False,[1 2 2],1 2 2],-0.2906513214111328,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb6,36,three_rule_comb6_36,False,[3 4 2],"3 4 2]
[4 3 0]",-2.331859588623047,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb6,36,three_rule_comb6_36,False,[3 4 2],3 4 2],-0.4318122863769531,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb7,36,three_rule_comb7_36,False,[6 1 5],"6 7 9]
[4 7 6]",-5.89818000793457,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb7,36,three_rule_comb7_36,False,[6 1 5],6 1 4],-5.330495834350586,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb8,36,three_rule_comb8_36,False,[7 4 6],"7 4 5]
[1 7 3]",-6.481504440307617,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb8,36,three_rule_comb8_36,False,[7 4 6],7 7 3],-2.5486373901367188,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb9,36,three_rule_comb9_36,False,[9 0 4],"8 1 5]
[8 1 5]",-3.341632843017578,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb9,36,three_rule_comb9_36,False,[9 0 4],9 0 4],-1.9843769073486328,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union,36,c3_set_union_36,True,[4 6 8 3],"4 3]
[6 4] [8",-5.8279876708984375,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union,36,c3_set_union_36,True,[4 6 8 3],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union,36,c1_set_union_36,True,[6],"6]
[3 6] [3]",-4.51451301574707,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union,36,c1_set_union_36,True,[6],6],-0.2314491271972656,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union,36,c2_set_union_36,True,[5],"5 6] [6]
[6 2",-8.076126098632812,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union,36,c2_set_union_36,True,[5],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND,36,AND_36,True,[1],"1]
[0 1] [2 1",-3.5153865814208984,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND,36,AND_36,True,[1],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR,36,XOR_36,True,[2 7],"7 5]
[5 8] [7",-6.084407806396484,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR,36,XOR_36,True,[2 7],8 7],-2.973011016845703,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union_permuted,36,c3_set_union_permuted_36,True,[6 9 5 7],"9 7]
[6 7] [9",-6.5544281005859375,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union_permuted,36,c3_set_union_permuted_36,True,[6 9 5 7],9 7],-2.204465866088867,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union_permuted,36,c2_set_union_permuted_36,True,[5],"5 8 5 9] [5 9]
",-6.195184707641602,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union_permuted,36,c2_set_union_permuted_36,True,[5],5],-2.5912094116210938,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union_permuted,36,c1_set_union_permuted_36,True,[5],"5]
[1 8] [8]",-5.56138801574707,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union_permuted,36,c1_set_union_permuted_36,True,[5],5],-1.420270919799805,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR_permuted,36,XOR_permuted_36,True,[6 0],"4 4]
[4 9] [4",-4.556098937988281,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR_permuted,36,XOR_permuted_36,True,[6 0],6 0],-3.808073043823242,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND_permuted,36,AND_permuted_36,True,[],"0] [0]
[6 9]",-5.44420051574707,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND_permuted,36,AND_permuted_36,True,[],],0.0,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,row_constant,37,row_constant_37,False,[3],"3]
[2] [2] [",-2.1118335723876953,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,row_constant,37,row_constant_37,False,[3],3],-0.1814785003662109,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,col_constant,37,col_constant_37,False,[2],"2]
[7] [4] [",-0.1964244842529297,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,col_constant,37,col_constant_37,False,[2],2],-0.0614776611328125,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,dist3_diag1,37,dist3_diag1_37,False,[3],"3]
[1] [6] [",-2.326997756958008,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,dist3_diag1,37,dist3_diag1_37,False,[3],3],-0.3515510559082031,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,dist3_diag2,37,dist3_diag2_37,False,[3],"3]
[3] [0] [",-1.941179275512695,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,dist3_diag2,37,dist3_diag2_37,False,[3],3],-0.2976932525634765,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb0,37,two_rule_comb0_37,False,[1 5],"1 5]
[1 5] [1",-3.907428741455078,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb0,37,two_rule_comb0_37,False,[1 5],1 5],-0.0974311828613281,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb1,37,two_rule_comb1_37,False,[6 2],"6 5]
[7 4] [7",-4.0950164794921875,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb1,37,two_rule_comb1_37,False,[6 2],6 2],-2.173839569091797,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb2,37,two_rule_comb2_37,False,[9 6],"9 6]
[8 3] [9",-0.6494483947753906,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb2,37,two_rule_comb2_37,False,[9 6],9 6],-0.3638191223144531,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb3,37,two_rule_comb3_37,False,[3 2],"2 3]
[2 9] [7",-4.9649810791015625,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb3,37,two_rule_comb3_37,False,[3 2],2 3],-1.3225421905517578,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb4,37,two_rule_comb4_37,False,[9 4],"9 7]
[4 5] [9",-3.6874465942382817,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb4,37,two_rule_comb4_37,False,[9 4],9 7],-2.2001781463623047,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb5,37,two_rule_comb5_37,False,[5 6],"5 6]
[4 5] [5",-0.4220294952392578,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb5,37,two_rule_comb5_37,False,[5 6],5 6],-0.1352787017822265,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb0,37,three_rule_comb0_37,False,[1 6 4],"1 6 4]
[1 4 5]",-4.556758880615234,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb0,37,three_rule_comb0_37,False,[1 6 4],1 6 4],-0.4270801544189453,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb1,37,three_rule_comb1_37,False,[5 5 6],"5 6 6]
[6 7 7]",-5.578630447387695,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb1,37,three_rule_comb1_37,False,[5 5 6],5 5 6],-2.155193328857422,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb2,37,three_rule_comb2_37,False,[6 2 2],"6 2 2]
[5 7 8]",-0.4929161071777344,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb2,37,three_rule_comb2_37,False,[6 2 2],6 2 2],-0.0697174072265625,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb3,37,three_rule_comb3_37,False,[4 5 7],"1 5 7]
[1 2 0]",-6.921014785766602,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb3,37,three_rule_comb3_37,False,[4 5 7],4 0 1],-4.395681381225586,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb4,37,three_rule_comb4_37,False,[2 0 1],"2 0 7]
[3 1 7]",-5.450075149536133,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb4,37,three_rule_comb4_37,False,[2 0 1],2 0 1],-2.292722702026367,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb5,37,three_rule_comb5_37,False,[5 2 7],"5 2 7]
[6 7 5]",-4.9356689453125,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb5,37,three_rule_comb5_37,False,[5 2 7],5 2 7],-1.8660240173339844,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb6,37,three_rule_comb6_37,False,[0 5 0],"0 5 0]
[1 9 4]",-2.2779464721679688,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb6,37,three_rule_comb6_37,False,[0 5 0],0 5 0],-0.3654956817626953,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb7,37,three_rule_comb7_37,False,[1 4 7],"6 4 3]
[7 5 3]",-6.297576904296875,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb7,37,three_rule_comb7_37,False,[1 4 7],7 6 3],-5.307353973388672,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb8,37,three_rule_comb8_37,False,[7 3 8],"7 3 7]
[5 0 7]",-5.8675689697265625,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb8,37,three_rule_comb8_37,False,[7 3 8],7 3 8],-4.01043701171875,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb9,37,three_rule_comb9_37,False,[8 9 3],"8 7 3]
[7 7 4]",-3.74493408203125,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb9,37,three_rule_comb9_37,False,[8 9 3],8 8 3],-4.381023406982422,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union,37,c3_set_union_37,True,[9 1 2 6],"9 2 6]
[1 2] [",-4.221549987792969,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union,37,c3_set_union_37,True,[9 1 2 6],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union,37,c1_set_union_37,True,[4],"4]
[1 1] [1]",-5.529998779296875,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union,37,c1_set_union_37,True,[4],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union,37,c2_set_union_37,True,[2],"2 1]
[7] [7 1",-6.213489532470703,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union,37,c2_set_union_37,True,[2],2],-2.0162906646728516,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND,37,AND_37,True,[1],"1]
[7 1 1] [2",-3.398195266723633,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND,37,AND_37,True,[1],1],-0.6295719146728516,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR,37,XOR_37,True,[8 3],"3 6]
[2 3] [6",-4.2488250732421875,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR,37,XOR_37,True,[8 3],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union_permuted,37,c3_set_union_permuted_37,True,[6 5 4 3],"4 6]
[3 4] [5",-4.601020812988281,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union_permuted,37,c3_set_union_permuted_37,True,[6 5 4 3],4 5],-1.7954845428466797,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union_permuted,37,c2_set_union_permuted_37,True,[3],"3]
[1] [1 3]",-5.917442321777344,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union_permuted,37,c2_set_union_permuted_37,True,[3],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union_permuted,37,c1_set_union_permuted_37,True,[0],"0]
[9 1] [9]",-4.02226448059082,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union_permuted,37,c1_set_union_permuted_37,True,[0],0],-0.3079090118408203,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR_permuted,37,XOR_permuted_37,True,[4 5],"5 6]
[7 6] [7",-5.23533821105957,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR_permuted,37,XOR_permuted_37,True,[4 5],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND_permuted,37,AND_permuted_37,True,[],"2] [2]
[1] [",-7.132144927978516,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND_permuted,37,AND_permuted_37,True,[],],0.0,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,row_constant,38,row_constant_38,False,[0],"0]
[2] [2] [",-2.5113773345947266,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,row_constant,38,row_constant_38,False,[0],0],-0.0370311737060546,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,col_constant,38,col_constant_38,False,[2],"2]
[5] [9] [",-0.1790275573730468,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,col_constant,38,col_constant_38,False,[2],2],-0.0460090637207031,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,dist3_diag1,38,dist3_diag1_38,False,[4],"4]
[0] [4] [",-2.063314437866211,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,dist3_diag1,38,dist3_diag1_38,False,[4],4],-0.166177749633789,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,dist3_diag2,38,dist3_diag2_38,False,[7],"7]
[0] [7] [",-2.218225479125977,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,dist3_diag2,38,dist3_diag2_38,False,[7],7],-0.1650543212890625,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb0,38,two_rule_comb0_38,False,[3 6],"3 6]
[5 8] [9",-1.0416488647460938,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb0,38,two_rule_comb0_38,False,[3 6],3 6],-0.0186519622802734,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb1,38,two_rule_comb1_38,False,[3 2],"3 2]
[0 2] [6",-3.040149688720703,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb1,38,two_rule_comb1_38,False,[3 2],3 2],-0.916555404663086,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb2,38,two_rule_comb2_38,False,[4 2],"4 2]
[3 7] [4",-2.095815658569336,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb2,38,two_rule_comb2_38,False,[4 2],4 2],-1.4530982971191406,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb3,38,two_rule_comb3_38,False,[2 1],"2 1]
[9 1] [3",-5.16334342956543,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb3,38,two_rule_comb3_38,False,[2 1],2 1],-1.2705955505371094,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb4,38,two_rule_comb4_38,False,[7 0],"7 3]
[1 1] [7",-3.82293701171875,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb4,38,two_rule_comb4_38,False,[7 0],7 3],-2.0646305084228516,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb5,38,two_rule_comb5_38,False,[4 3],"4 3]
[3 4] [4",-0.7660579681396484,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,two_rule_comb5,38,two_rule_comb5_38,False,[4 3],4 3],-0.5465221405029297,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb0,38,three_rule_comb0_38,False,[8 7 9],"8 7 9]
[9 0 7]",-2.2402496337890625,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb0,38,three_rule_comb0_38,False,[8 7 9],8 7 9],-0.0228500366210937,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb1,38,three_rule_comb1_38,False,[8 8 2],"8 8 4]
[4 4 6]",-4.49615478515625,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb1,38,three_rule_comb1_38,False,[8 8 2],8 8 2],-1.2101192474365234,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb2,38,three_rule_comb2_38,False,[7 8 9],"7 6 9]
[8 6 2]",-3.1552066802978516,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb2,38,three_rule_comb2_38,False,[7 8 9],7 6 9],-1.9768295288085935,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb3,38,three_rule_comb3_38,False,[8 7 9],"8 7 9]
[0 0 9]",-7.1259765625,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb3,38,three_rule_comb3_38,False,[8 7 9],8 7 9],-2.725257873535156,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb4,38,three_rule_comb4_38,False,[1 4 6],"1 4 4]
[2 6 4]",-5.1118316650390625,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb4,38,three_rule_comb4_38,False,[1 4 6],1 4 6],-2.391481399536133,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb5,38,three_rule_comb5_38,False,[3 9 1],"3 9 1]
[0 7 2]",-2.1533336639404297,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb5,38,three_rule_comb5_38,False,[3 9 1],3 9 1],-0.9487342834472656,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb6,38,three_rule_comb6_38,False,[1 1 2],"1 1 2]
[1 1 2]",-4.708736419677734,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb6,38,three_rule_comb6_38,False,[1 1 2],1 1 2],-1.541788101196289,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb7,38,three_rule_comb7_38,False,[5 4 5],"5 4 5]
[6 1 5]",-5.205121994018555,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb7,38,three_rule_comb7_38,False,[5 4 5],5 4 5],-2.48763656616211,True,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb8,38,three_rule_comb8_38,False,[5 0 1],"5 1 2]
[5 1 3]",-6.191434860229492,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb8,38,three_rule_comb8_38,False,[5 0 1],5 2 3],-3.9379653930664062,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb9,38,three_rule_comb9_38,False,[7 0 0],"6 1 0]
[6 2 1]",-2.462196350097656,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,three_rule_comb9,38,three_rule_comb9_38,False,[7 0 0],6 4 3],-4.791694641113281,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union,38,c3_set_union_38,True,[8 4 6 9],"8 6]
[4 4] [9",-7.583660125732422,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union,38,c3_set_union_38,True,[8 4 6 9],8 4],-2.9458980560302734,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union,38,c1_set_union_38,True,[9],"9]
[2 4] [2]",-5.586574554443359,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union,38,c1_set_union_38,True,[9],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union,38,c2_set_union_38,True,[2],"2]
[7] [7 2]",-5.604190826416016,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union,38,c2_set_union_38,True,[2],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND,38,AND_38,True,[9],"9]
[3 9 1] [7",-3.2750511169433594,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,AND,38,AND_38,True,[9],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR,38,XOR_38,True,[1 4],"4 5]
[2 4] [4",-4.832685470581055,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,XOR,38,XOR_38,True,[1 4],],0.0,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union_permuted,38,c3_set_union_permuted_38,True,[8 5 6 3],"8 6]
[5 6] [3",-7.115324020385742,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c3_set_union_permuted,38,c3_set_union_permuted_38,True,[8 5 6 3],8 6],-2.366910934448242,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union_permuted,38,c2_set_union_permuted_38,True,[9],"9 4]
[1] [1 6",-8.233394622802734,False,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c2_set_union_permuted,38,c2_set_union_permuted_38,True,[9],9 4],-2.7257556915283203,False,mc,Forced choice
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union_permuted,38,c1_set_union_permuted_38,True,[0],"0]
[6 1] [6]",-4.500513076782227,True,generated,Production
OLMo 7B,step211000-tokens933B,OLMo,211000,7,c1_set_union_permuted,38,c1_set_union_permuted_38,True,[0],],0.0,False,mc,Forced choice
