problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct,model_family,model_n_params,training_step
c1_set_union,16,c1_set_union_16,True,[8],"0]
[0 9] [0]",-5.195501327514648,[0],False,"[0.0, -3.58203125, -6.11370849609375, -1.2396354675292969, -6.203159332275391, -8.760194778442383, -6.041013717651367, -3.085437774658203]",0,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c2_set_union,16,c2_set_union_16,True,[7],"3 7 2 8] [2 8]
",-4.68159294128418,[2 3 7 8],False,"[-2.0630054473876953, -3.517444610595703, 0.0, -5.287284851074219, -4.035737991333008, -3.018604278564453, -3.2568416595458984, -5.475423812866211]",2,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
AND,16,AND_16,True,[8],"8]
[9 8] [5 8",-3.3193893432617188,[8],True,"[-10.644317626953125, -11.574010848999023, -11.31044864654541, -8.5977783203125, -0.5875682830810547, -13.262788772583008, -6.995353698730469, -11.173946380615234]",4,8],-0.5875682830810547,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
XOR,16,XOR_16,True,[8 4],"4 7]
[7 1] [4",-4.46552848815918,[4 7],False,"[-13.531885147094727, -3.748109817504883, 0.0, -11.264511108398438, -11.039237022399902, -19.27276611328125, -10.822053909301758, -4.501163482666016]",2,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c3_set_union_permuted,16,c3_set_union_permuted_16,True,[5 7 2 0],"2 0]
[0 0] [2",-8.48813247680664,[0 2],False,"[-9.724472045898438, -8.582443237304688, -3.3124237060546875, 0.0, -3.95672607421875, -6.311809539794922, -5.778219223022461, -15.666010856628418]",3,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c2_set_union_permuted,16,c2_set_union_permuted_16,True,[3],"6] [6]
[6] [",-8.243415832519531,[6],False,"[-4.712411880493164, -6.3714141845703125, -4.556858062744141, -4.797248840332031, -6.023679733276367, -6.758121490478516, -3.6598148345947266, 0.0]",7,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c1_set_union_permuted,16,c1_set_union_permuted_16,True,[0],"0]
[0 0] [0]",-7.177387237548828,[0],True,"[-2.3785018920898438, -12.56857967376709, -2.749502182006836, -1.8317146301269531, -4.004659652709961, -3.7699203491210938, -3.288501739501953, -10.597423553466797]",3,0],-1.8317146301269531,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
XOR_permuted,16,XOR_permuted_16,True,[7 8],"3 8]
[3 8] [3",-6.650167465209961,[3 8],False,"[-9.292020797729492, -15.563472747802734, -11.862086296081543, -3.3189163208007812, -15.312057495117188, -17.183429718017578, -3.2912654876708984, -3.3461055755615234]",6,3 4],-3.2912654876708984,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
AND_permuted,16,AND_permuted_16,True,[],"0] [0]
[3] [",-4.226022720336914,[0],False,"[-14.01300048828125, 0.0, -12.02792739868164, -2.395265579223633, -5.615943908691406, -4.490070343017578, -4.820993423461914, -11.539892196655273]",1,],0.0,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
row_constant,17,row_constant_17,False,[7],"7]
[9] [9] [",-0.8663082122802734,[7],True,"[-5.470462799072266, -5.030998229980469, -5.249273300170898, -6.968175888061523, -0.032787322998046875, -6.578159332275391, -6.065252304077148, -6.507608413696289]",4,7],-0.0327873229980468,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
col_constant,17,col_constant_17,False,[5],"5]
[6] [7] [",-0.4504127502441406,[5],True,"[-5.228307723999023, -3.389026641845703, -4.940038681030273, -5.202093124389648, -5.162923812866211, -4.609643936157227, -0.1437969207763672, -3.154651641845703]",6,5],-0.1437969207763672,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
dist3_diag1,17,dist3_diag1_17,False,[3],"3]
[6] [1] [",-2.6776809692382812,[3],True,"[-2.9433841705322266, -1.698324203491211, -5.095430374145508, -2.0901355743408203, -2.6905174255371094, -0.7143344879150391, -3.7728519439697266, -3.2572383880615234]",5,3],-0.7143344879150391,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
dist3_diag2,17,dist3_diag2_17,False,[5],"5] [3]
[3] [",-3.2231292724609375,[5],True,"[-3.338836669921875, -0.4743633270263672, -3.4874267578125, -2.119413375854492, -2.089986801147461, -5.917289733886719, -3.3261680603027344, -4.809234619140625]",1,5],-0.4743633270263672,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb0,17,two_rule_comb0_17,False,[9 0],"9 0]
[3 3] [3",-3.3018054962158203,"[9, 0]",True,"[-8.705522537231445, -9.772266387939453, -6.871501922607422, -0.022769927978515625, -10.543201446533203, -11.277153968811035, -10.355539321899414, -9.98977279663086]",3,9 0],-0.0227699279785156,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb1,17,two_rule_comb1_17,False,[7 7],"7 7]
[6 7] [4",-6.929414749145508,"[7, 7]",True,"[-1.8012523651123047, -5.921764373779297, -5.698701858520508, -6.012285232543945, -7.650138854980469, -5.667421340942383, -3.569568634033203, -3.0588550567626953]",0,7 7],-1.801252365112305,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb2,17,two_rule_comb2_17,False,[9 4],"9 4]
[8 0] [9",-0.5256938934326172,"[9, 4]",True,"[-4.7231292724609375, -8.22804069519043, -0.15273094177246094, -6.515472412109375, -5.461788177490234, -7.277549743652344, -7.647504806518555, -3.8566455841064453]",2,9 4],-0.1527309417724609,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb3,17,two_rule_comb3_17,False,[5 5],"5 5]
[3 9] [5",-1.5162601470947266,"[5, 5]",True,"[-5.65434455871582, -8.163066864013672, -7.791778564453125, -7.020988464355469, -5.880779266357422, -5.32891845703125, -6.629680633544922, -0.118865966796875]",7,5 5],-0.118865966796875,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb4,17,two_rule_comb4_17,False,[5 9],"8 9]
[8 9] [7",-4.680593490600586,"[8, 9]",False,"[-4.5152435302734375, -10.529589653015137, -5.413690567016602, -5.654718399047852, -8.854368209838867, -1.4625167846679688, -2.195730209350586, -6.505897521972656]",5,7 9],-1.4625167846679688,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb5,17,two_rule_comb5_17,False,[6 4],"6 4]
[5 3] [6",-0.6917972564697266,"[6, 4]",True,"[-4.397705078125, -0.22230148315429688, -6.757795333862305, -7.803844451904297, -7.276273727416992, -7.034730911254883, -9.275556564331055, -8.528570175170898]",1,6 4],-0.2223014831542968,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb0,17,three_rule_comb0_17,False,[8 2 4],"8 2 4]
[8 5 2]",-4.079925537109375,"[8, 2, 4]",True,"[-7.148630142211914, -0.5854263305664062, -13.217670440673828, -2.492504119873047, -10.146551132202148, -11.69195556640625, -10.48607063293457, -7.508937835693359]",1,8 2 4],-0.5854263305664062,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb1,17,three_rule_comb1_17,False,[2 7 0],"2 7 0]
[3 5 0]",-3.097522735595703,"[2, 7, 0]",True,"[-13.015445709228516, -1.6573104858398438, -8.169578552246094, -5.255226135253906, -1.3693561553955078, -8.032381057739258, -4.806648254394531, -8.46400260925293]",4,2 7 0],-1.3693561553955078,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb2,17,three_rule_comb2_17,False,[3 0 3],"3 0 3]
[9 1 2]",-1.6131973266601562,"[3, 0, 3]",True,"[-12.238183975219727, -13.535715103149414, -11.849472045898438, -5.108377456665039, -0.5123081207275391, -12.13851261138916, -12.967348098754883, -11.424488067626953]",4,3 0 3],-0.5123081207275391,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb3,17,three_rule_comb3_17,False,[8 9 9],"8 4 9]
[4 2 2]",-7.603824615478516,"[8, 4, 9]",False,"[-9.974580764770508, -9.56137466430664, -3.50341796875, -8.82242202758789, -4.618692398071289, -10.272083282470703, -8.83258056640625, -6.43195915222168]",2,8 9 9],-3.50341796875,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb4,17,three_rule_comb4_17,False,[2 7 1],"2 7 7]
[3 0 7]",-6.128557205200195,"[2, 7, 7]",False,"[-5.714025497436523, -12.432085037231445, -9.8795166015625, -9.826570510864258, -10.882898330688477, -9.134828567504883, -12.768672943115234, -3.706073760986328]",7,2 7 1],-3.706073760986328,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb5,17,three_rule_comb5_17,False,[0 1 7],"0 1 7]
[9 3 6]",-3.233915328979492,"[0, 1, 7]",True,"[-2.0053672790527344, -9.674163818359375, -5.630308151245117, -6.729663848876953, -10.889877319335938, -11.37266731262207, -9.944944381713867, -11.352043151855469]",0,0 1 7],-2.0053672790527344,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb6,17,three_rule_comb6_17,False,[4 5 9],"4 5 9]
[3 1 6]",-1.7848567962646484,"[4, 5, 9]",True,"[-6.843898773193359, -10.735553741455078, -0.5260505676269531, -10.79583740234375, -7.4756011962890625, -8.378215789794922, -9.473508834838867, -8.969795227050781]",2,4 5 9],-0.5260505676269531,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb7,17,three_rule_comb7_17,False,[8 1 4],"8 1 0]
[8 1 0]",-6.673423767089844,"[8, 1, 0]",False,"[-5.6556243896484375, -5.126590728759766, -7.552532196044922, -4.635946273803711, -5.831779479980469, -5.408136367797852, -7.284671783447266, -5.992301940917969]",3,6 3 0],-4.635946273803711,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb8,17,three_rule_comb8_17,False,[2 8 4],"2 7 7]
[0 7 7]",-6.657411575317383,"[2, 7, 7]",False,"[-6.121677398681641, -8.189828872680664, -10.34781265258789, -7.935768127441406, -4.048622131347656, -5.05308723449707, -10.233814239501953, -9.68858528137207]",4,2 6 6],-4.048622131347656,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb9,17,three_rule_comb9_17,False,[5 2 4],"5 2 4]
[6 3 3]",-0.7838478088378906,"[5, 2, 4]",True,"[-8.910223007202148, -8.919624328613281, -10.824106216430664, -7.008613586425781, -9.311178207397461, -0.3666515350341797, -12.80228042602539, -10.747261047363281]",5,5 2 4],-0.3666515350341797,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c3_set_union,17,c3_set_union_17,True,[7 8 6 3],"7 7]
[8 8] [7",-7.22422981262207,[7 7],False,"[-3.123201370239258, -3.5343494415283203, -4.3114776611328125, -8.61103630065918, -3.0238265991210938, -4.193511962890625, -2.4001426696777344, -3.177654266357422]",6,8 6],-2.4001426696777344,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c1_set_union,17,c1_set_union_17,True,[7],"7]
[1 7] [1]",-5.304607391357422,[7],True,"[-4.391023635864258, -1.8532791137695312, -3.4445934295654297, -3.230030059814453, 0.0, -5.861949920654297, -1.3247814178466797, -7.603660583496094]",4,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c2_set_union,17,c2_set_union_17,True,[9],"2 9 7] [7]
[2",-6.432765960693359,[2 7 9],False,"[-2.1085281372070312, -4.727394104003906, -3.867137908935547, -5.38804817199707, -4.3350372314453125, -7.085309982299805, -3.5667495727539062, -5.404949188232422]",0,9],-2.1085281372070312,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
AND,17,AND_17,True,[7],"7]
[2 7] [6 7",-3.1634597778320312,[7],True,"[-15.06887149810791, -8.119058609008789, -0.6972904205322266, -6.017765045166016, -5.08293342590332, -4.401054382324219, -8.043437957763672, -15.585092544555664]",2,7],-0.6972904205322266,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
XOR,17,XOR_17,True,[4 0],"0 1]
[1 3] [0",-5.34649658203125,[0 1],False,"[-8.980493545532227, -13.641605377197266, -15.609779357910156, -14.41580581665039, -2.769723892211914, -13.531290054321289, -10.644712448120117, -3.4482460021972656]",4,1 0],-2.769723892211914,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c3_set_union_permuted,17,c3_set_union_permuted_17,True,[4 2 6 8],"2 8]
[2 4] [8",-4.964315414428711,[2 8],False,"[-3.209035873413086, 0.0, -2.949678421020508, -11.849997520446777, -7.035480499267578, -13.070968627929688, -6.7274322509765625, -2.113983154296875]",1,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c2_set_union_permuted,17,c2_set_union_permuted_17,True,[1],"1 8] [1 8]
[8",-5.96197509765625,[1 8],False,"[0.0, -3.9926795959472656, -4.657133102416992, -2.805788040161133, -8.139055252075195, -9.208574295043945, -3.082693099975586, -5.616785049438477]",0,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c1_set_union_permuted,17,c1_set_union_permuted_17,True,[3],"3]
[1 1] [1]",-6.966318130493164,[3],True,"[-4.529750823974609, -3.1144943237304688, -2.1833667755126953, -5.293613433837891, 0.0, -11.382144927978516, -4.855964660644531, -9.429557800292969]",4,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
XOR_permuted,17,XOR_permuted_17,True,[6 2],"4 6]
[4 2] [3",-5.304006576538086,[4 6],False,"[-9.768083572387695, -2.893301010131836, -12.057405471801758, -2.214933395385742, -18.00019073486328, -3.5785388946533203, -9.807819366455078, -12.334023475646973]",3,4 6],-2.214933395385742,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
AND_permuted,17,AND_permuted_17,True,[],"0] [0]
[9] [",-4.932027816772461,[0],False,"[0.0, -16.283447265625, -2.0530643463134766, -13.052157402038574, -6.966459274291992, -14.713031768798828, -11.335200309753418, -13.807861328125]",0,],0.0,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
row_constant,18,row_constant_18,False,[0],"0]
[0] [0] [",-1.9040889739990232,[0],True,"[-5.322536468505859, -3.7033462524414062, -3.773763656616211, -7.240174293518066, -6.385541915893555, -4.882509231567383, -0.07792854309082031, -6.5196075439453125]",6,0],-0.0779285430908203,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
col_constant,18,col_constant_18,False,[4],"4]
[9] [3] [",-0.3651885986328125,[4],True,"[-3.719776153564453, -6.167457580566406, -5.110326766967773, -5.89482307434082, -5.130258560180664, -0.07934379577636719, -5.706903457641602, -4.59675407409668]",5,4],-0.0793437957763671,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
dist3_diag1,18,dist3_diag1_18,False,[3],"3]
[2] [3] [",-3.1398868560791016,[3],True,"[-7.023944854736328, -1.805215835571289, -4.780012130737305, -2.3569087982177734, -4.57133674621582, -0.7861957550048828, -3.3410415649414062, -1.5215015411376953]",5,3],-0.7861957550048828,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
dist3_diag2,18,dist3_diag2_18,False,[5],"5] [9]
[4] [",-4.140003204345703,[5],True,"[-2.87548828125, -2.9780635833740234, -4.58807373046875, -3.1610946655273438, -2.551778793334961, -2.814126968383789, -0.6151638031005859, -3.4105167388916016]",6,5],-0.6151638031005859,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb0,18,two_rule_comb0_18,False,[7 2],"7 2]
[9 1] [1",-0.901508331298828,"[7, 2]",True,"[-8.514856338500977, -8.092573165893555, -5.815362930297852, -3.1058406829833984, -9.671560287475586, -5.01780891418457, -0.17718505859375, -10.134761810302734]",6,7 2],-0.17718505859375,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb1,18,two_rule_comb1_18,False,[1 8],"1 7]
[7 7] [0",-3.5217437744140625,"[1, 7]",False,"[-5.250354766845703, -5.409065246582031, -4.745012283325195, -1.6154918670654297, -7.320915222167969, -5.555778503417969, -5.873075485229492, -1.4834651947021484]",7,1 7],-1.4834651947021484,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb2,18,two_rule_comb2_18,False,[0 0],"0 1]
[1 2] [1",-3.1626453399658203,"[0, 1]",False,"[-5.565608978271484, -3.848115921020508, -9.6420259475708, -12.7761869430542, -7.083229064941406, -9.704227447509766, -9.746346473693848, -9.39077377319336]",1,0 0],-3.848115921020508,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb3,18,two_rule_comb3_18,False,[7 0],"7 0]
[1 0] [7",-5.719890594482422,"[7, 0]",True,"[-6.192256927490234, -5.723289489746094, -1.6587657928466797, -2.6552181243896484, -4.046546936035156, -3.6254215240478516, -4.454339981079102, -3.444671630859375]",2,7 0],-1.6587657928466797,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb4,18,two_rule_comb4_18,False,[7 9],"7 9]
[4 7] [9",-6.480985641479492,"[7, 9]",True,"[-6.871309280395508, -3.5030574798583984, -4.369915008544922, -5.593997955322266, -5.839473724365234, -6.643594741821289, -2.3087635040283203, -5.79454231262207]",6,7 9],-2.3087635040283203,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb5,18,two_rule_comb5_18,False,[1 0],"1 1]
[3 2] [1",-2.1472301483154297,"[1, 1]",False,"[-3.3967132568359375, -5.321346282958984, -4.446392059326172, -2.263591766357422, -2.1669082641601562, -6.304039001464844, -4.3174591064453125, -1.5794754028320312]",7,1 1],-1.5794754028320312,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb0,18,three_rule_comb0_18,False,[5 7 7],"5 7 7]
[1 1 2]",-3.506235122680664,"[5, 7, 7]",True,"[-9.358964920043945, -10.514036178588867, -8.912834167480469, -13.423685073852539, -14.199874877929688, -12.923429489135742, -9.744546890258789, -0.021587371826171875]",7,5 7 7],-0.0215873718261718,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb1,18,three_rule_comb1_18,False,[3 3 5],"3 3 5]
[2 0 5]",-2.182897567749023,"[3, 3, 5]",True,"[-7.555824279785156, -8.810518264770508, -1.1027889251708984, -7.440862655639648, -10.941890716552734, -13.023189544677734, -6.691291809082031, -2.293741226196289]",2,3 3 5],-1.1027889251708984,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb2,18,three_rule_comb2_18,False,[6 3 9],"6 3 9]
[6 5 7]",-4.161828994750977,"[6, 3, 9]",True,"[-10.00367546081543, -13.965044021606445, -12.402456283569336, -0.2417125701904297, -10.355781555175781, -7.498626708984375, -11.07033920288086, -7.986766815185547]",3,6 3 9],-0.2417125701904297,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb3,18,three_rule_comb3_18,False,[5 5 9],"5 5 9] [8 3 9]
",-4.218902587890625,"[5, 5, 9]",True,"[-12.981477737426758, -6.134592056274414, -4.608613967895508, -0.7041397094726562, -10.099946975708008, -5.964082717895508, -7.581905364990234, -9.549222946166992]",3,5 5 9],-0.7041397094726562,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb4,18,three_rule_comb4_18,False,[7 4 2],"7 4 2]
[6 5 6]",-6.975465774536133,"[7, 4, 2]",True,"[-6.317720413208008, -10.70673942565918, -5.581523895263672, -9.00844955444336, -7.284324645996094, -6.446737289428711, -7.640584945678711, -2.2764949798583984]",7,7 4 2],-2.2764949798583984,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb5,18,three_rule_comb5_18,False,[1 4 1],"1 4 1]
[5 5 2]",-0.5217666625976562,"[1, 4, 1]",True,"[-13.11059284210205, -9.995321273803711, -9.714439392089844, -0.10428428649902344, -14.334087371826172, -4.522647857666016, -10.593286514282227, -12.789216041564941]",3,1 4 1],-0.1042842864990234,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb6,18,three_rule_comb6_18,False,[6 9 5],"0 0 0]
[0 0 0]",-5.712741851806641,"[0, 0, 0]",False,"[-6.458345413208008, -8.450782775878906, -7.722160339355469, -7.156774520874023, -5.381925582885742, -4.552070617675781, -7.932004928588867, -6.570697784423828]",5,2 0 8],-4.552070617675781,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb7,18,three_rule_comb7_18,False,[6 2 6],"6 3 6]
[3 3 1]",-5.578651428222656,"[6, 3, 6]",False,"[-2.7511825561523438, -7.539606094360352, -7.416236877441406, -4.825075149536133, -7.608308792114258, -9.452529907226562, -6.049522399902344, -8.887313842773438]",0,6 2 6],-2.751182556152344,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb8,18,three_rule_comb8_18,False,[1 5 5],"2 5 0]
[3 4 0]",-4.737478256225586,"[2, 5, 0]",False,"[-5.483062744140625, -5.904630661010742, -9.137289047241211, -6.367948532104492, -8.398269653320312, -6.8603057861328125, -7.037130355834961, -8.327659606933594]",0,1 5 5],-5.483062744140625,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
three_rule_comb9,18,three_rule_comb9_18,False,[4 6 9],"4 6 9]
[3 5 8]",-0.8700523376464844,"[4, 6, 9]",True,"[-12.805031776428223, -13.227811813354492, -12.931835174560547, -0.3815021514892578, -12.385992050170898, -5.832731246948242, -11.668750762939453, -12.460868835449219]",3,4 6 9],-0.3815021514892578,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c3_set_union,18,c3_set_union_18,True,[9 4 2 8],"9 2]
[4 8] [2",-5.751041412353516,[2 9],False,"[-12.560245513916016, -3.465850830078125, 0.0, -3.184976577758789, -3.4353885650634766, -2.886394500732422, -5.6760711669921875, -0.9201316833496094]",2,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c1_set_union,18,c1_set_union_18,True,[8],"8]
[4 8] [4]",-5.167381286621094,[8],True,"[-5.88426399230957, -7.1302032470703125, -1.2635307312011719, -2.325563430786133, -2.552703857421875, -6.167331695556641, -8.181564331054688, -5.253368377685547]",2,8],-1.263530731201172,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c2_set_union,18,c2_set_union_18,True,[9],"1 9 2] [2 2]
[",-6.29475212097168,[1 2 9],False,"[-2.867563247680664, -4.208866119384766, -3.674959182739258, -4.442249298095703, -5.087060928344727, 0.0, -4.742715835571289, -1.9870357513427734]",5,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
AND,18,AND_18,True,[4],"4]
[9 4] [2 4",-2.5347156524658203,[4],True,"[-15.611330032348633, -14.177694320678711, -8.474847793579102, 0.0, -0.27490806579589844, -8.38060188293457, -7.627895355224609, -17.59685707092285]",3,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
XOR,18,XOR_18,True,[1 0],"0 1]
[0 1] [0",-5.352764129638672,[0 1],True,"[0.0, -2.8111228942871094, -9.081735610961914, -4.029144287109375, -14.23887825012207, -19.03094482421875, -3.5865478515625, -2.7829017639160156]",0,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c3_set_union_permuted,18,c3_set_union_permuted_18,True,[8 4 9 7],"8 7]
[8 7] [9",-7.394079208374023,[7 8],False,"[0.0, -3.927793502807617, -4.258539199829102, -3.2114524841308594, -11.17367172241211, -4.83563232421875, -4.061128616333008, -2.950794219970703]",0,],0.0,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c2_set_union_permuted,18,c2_set_union_permuted_18,True,[5],"0] [0]
[0] [",-7.091972351074219,[0],False,"[-4.308488845825195, -4.693971633911133, -8.606359481811523, -4.3645477294921875, -4.550533294677734, -4.888708114624023, -5.293413162231445, -4.821676254272461]",0,0 5],-4.308488845825195,False,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
c1_set_union_permuted,18,c1_set_union_permuted_18,True,[4],"9]
[9 9] [9]",-6.7889251708984375,[9],False,"[-2.2632369995117188, -8.727441787719727, -8.290878295898438, -12.28289794921875, -8.589017868041992, -5.187721252441406, -3.2990951538085938, -5.120630264282227]",0,4],-2.2632369995117188,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
XOR_permuted,18,XOR_permuted_18,True,[7 8],"4 9]
[4 7] [4",-6.027618408203125,[4 9],False,"[-3.0592880249023438, -3.772794723510742, -15.76395320892334, -11.648414611816406, -18.390380859375, -15.258145332336426, -11.396830558776855, -3.878265380859375]",0,7 8],-3.059288024902344,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
AND_permuted,18,AND_permuted_18,True,[],"0] [0]
[0] [",-6.998437881469727,[0],False,"[-13.1483736038208, -14.015689849853516, -5.87150764465332, -13.868481636047363, -1.968851089477539, 0.0, -13.478914260864258, -6.719444274902344]",5,],0.0,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
row_constant,19,row_constant_19,False,[5],"5]
[7] [7] [",-2.0868682861328125,[5],True,"[-4.708904266357422, -5.47694206237793, -0.06939506530761719, -5.357065200805664, -4.305437088012695, -4.947542190551758, -5.871103286743164, -4.632350921630859]",2,5],-0.0693950653076171,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
col_constant,19,col_constant_19,False,[2],"2]
[5] [7] [",-0.3205223083496094,[2],True,"[-4.262142181396484, -5.636322021484375, -5.185159683227539, -0.08163642883300781, -5.148372650146484, -5.292253494262695, -3.7950382232666016, -5.81718635559082]",3,2],-0.0816364288330078,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
dist3_diag1,19,dist3_diag1_19,False,[3],"3]
[6] [8] [",-3.704957962036133,[3],True,"[-1.8578357696533203, -1.7413959503173828, -1.521484375, -3.4532241821289062, -2.9138107299804688, -3.122579574584961, -3.3566856384277344, -3.7716522216796875]",2,3],-1.521484375,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
dist3_diag2,19,dist3_diag2_19,False,[7],"7] [8]
[8] [",-3.6744613647460938,[7],True,"[-0.5195178985595703, -4.504205703735352, -3.0959224700927734, -3.7587547302246094, -2.8018360137939453, -3.3801212310791016, -3.673442840576172, -3.3220348358154297]",0,7],-0.5195178985595703,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb0,19,two_rule_comb0_19,False,[2 6],"2 6]
[5 5] [7",-2.541910171508789,"[2, 6]",True,"[-5.863439559936523, -8.021759033203125, -9.896697998046875, -4.801698684692383, -0.06735038757324219, -6.482378005981445, -8.261655807495117, -7.336423873901367]",4,2 6],-0.0673503875732421,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb1,19,two_rule_comb1_19,False,[1 9],"1 4]
[2 0] [2",-5.173881530761719,"[1, 4]",False,"[-7.492944717407227, -8.966032028198242, -7.227413177490234, -7.537603378295898, -5.514101028442383, -3.3325443267822266, -2.868642807006836, -2.4627017974853516]",7,1 9],-2.4627017974853516,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
two_rule_comb2,19,two_rule_comb2_19,False,[5 4],"5 4]
[2 5] [3",-0.4837379455566406,"[5, 4]",True,"[-7.892578125, -7.458517074584961, -5.211387634277344, -7.375858306884766, -0.13802528381347656, -9.76748275756836, -9.004171371459961, -4.305217742919922]",4,5 4],-0.1380252838134765,True,OLMo 7B,step151000-tokens668B,False,OLMo,7,151000
