condition,model,model_family,model_n_params,item_id,question,response,response_label,response_correct,eval_method,pretty_eval_method
crt3,OLMo 7B,OLMo,7.0,13,"A forest is engulfed in flames. Each day, the overall area of the scorched forest doubles in size. If it takes 18 days for the entire forest to be consumed by the fire, how many days would it take for half of the forest to be burnt?",18 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",The cave is half-filled in 60 days.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",The grass will cover half of the garden in 6 days.,intuitive,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",12 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,16,"An investor possesses 1 bitcoin. Each day, their number of bitcoins doubles. If it takes them 30 days to achieve their investment target, how long would it take for them to reach half of that target?",It would take them 30 days to reach half of their investment target.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,16,"An investor possesses 1 bitcoin. Each day, their number of bitcoins doubles. If it takes them 30 days to achieve their investment target, how long would it take for them to reach half of that target?",30 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,17,"Fish inhabit a creek, and their population doubles each week. If it requires 24 weeks for the entire creek to become completely filled with fish, how long would it take to fill half of the creek with fish?",24 weeks.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,17,"Fish inhabit a creek, and their population doubles each week. If it requires 24 weeks for the entire creek to become completely filled with fish, how long would it take to fill half of the creek with fish?",24 weeks,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,18,"A dust cloud hovers above the city, doubling in size each day. If it takes 12 days for the entire city to be engulfed by the cloud, how many days does it take for the cloud to cover half of the city?",The dust cloud doubles in size each day.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,18,"A dust cloud hovers above the city, doubling in size each day. If it takes 12 days for the entire city to be engulfed by the cloud, how many days does it take for the cloud to cover half of the city?",12 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,19,"There is a sick student in the class. Each day, the number of sick students doubles. If it takes 6 days for the entire class to become sick, how many days does it take for half of the class to become sick?",The number of sick students doubles every day.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,19,"There is a sick student in the class. Each day, the number of sick students doubles. If it takes 6 days for the entire class to become sick, how many days does it take for half of the class to become sick?",6 days,t,True,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,20,"A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?",The colony of bacteria is growing at a rate of 2.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,20,"A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?",4 days,t,True,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,21,"A moss patch is expanding on a rock, doubling its size each day. It takes 300 days for the moss to completely cover the rock. How many days are required for the moss to cover half of the rock?",The moss will cover half of the rock in 300 days.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,21,"A moss patch is expanding on a rock, doubling its size each day. It takes 300 days for the moss to completely cover the rock. How many days are required for the moss to cover half of the rock?",300 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,22,"Beneath a tree, there is a heap of leaves that doubles in size every week. If it takes 4 weeks for the pile to attain a height of 4 meters, how much time is required for it to reach a height of 2 meters?",The pile of leaves doubles in size every week.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,22,"Beneath a tree, there is a heap of leaves that doubles in size every week. If it takes 4 weeks for the pile to attain a height of 4 meters, how much time is required for it to reach a height of 2 meters?",4 weeks,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,23,"Mushrooms are cultivated in a container, and their quantity doubles daily. Given that it takes 6 days for the mushrooms to fill the entire container, determine the time needed to fill half of the container.",The container is filled in 6 days.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,23,"Mushrooms are cultivated in a container, and their quantity doubles daily. Given that it takes 6 days for the mushrooms to fill the entire container, determine the time needed to fill half of the container.",6 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,24,"There is a man who raises rabbits in a barn. Each year, the rabbit population doubles. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",The barn is filled halfway with rabbits in 4 years.,intuitive,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,24,"There is a man who raises rabbits in a barn. Each year, the rabbit population doubles. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",8 years,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,25,"Within a forest, there is a growing patch of ramson that doubles in size each week. If it takes 10 weeks for the entire forest to be covered with ramson, how long would it take for the ramson to cover half of the forest?",The forest is covered in 10 weeks.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,25,"Within a forest, there is a growing patch of ramson that doubles in size each week. If it takes 10 weeks for the entire forest to be covered with ramson, how long would it take for the ramson to cover half of the forest?",10 weeks,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,26,"It is currently raining, causing the lake to fill up with water. The volume of water in the lake doubles every day. If it takes a total of 20 days for the lake to become completely filled, how many days would it take for the lake to reach halfway to being full?",The lake will be half full in 10 days.,intuitive,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,26,"It is currently raining, causing the lake to fill up with water. The volume of water in the lake doubles every day. If it takes a total of 20 days for the lake to become completely filled, how many days would it take for the lake to reach halfway to being full?",20 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,27,"Within a forest, there exists a tree that doubles its height each year. If the tree attains its maximum height in 10 years, determine the time it would take to achieve half of that maximum height.",The tree will take 10 years to achieve half of its maximum height.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,27,"Within a forest, there exists a tree that doubles its height each year. If the tree attains its maximum height in 10 years, determine the time it would take to achieve half of that maximum height.",10 years,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,28,"There is a flood occurring in a field. With each passing hour, the size of the flood-stricken area doubles. If it takes 20 hours for the entire field to become submerged, how many hours would it take for half of the field to be inundated?",The flood-stricken area doubles every 20 hours.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,28,"There is a flood occurring in a field. With each passing hour, the size of the flood-stricken area doubles. If it takes 20 hours for the entire field to become submerged, how many hours would it take for half of the field to be inundated?",20 hours,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,29,"A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes to completely fill the barrel, how long would it take to fill half of it with whiskey?",12 minutes.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,29,"A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes to completely fill the barrel, how long would it take to fill half of it with whiskey?",12 minutes,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,30,"Programmers are in the process of developing new software and each month the total quantity of written code doubles. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?",It takes 5 months to write half of the code.,intuitive,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,30,"Programmers are in the process of developing new software and each month the total quantity of written code doubles. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?",10 months,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,31,"A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of the bags?",The total number of bags filled doubles with each passing hour.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,31,"A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of the bags?",8 hours,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,32,"An orange tree is sprouting leaves. The number of leaves doubles every month. Given that it takes 6 months for the entire tree to be covered with leaves, how many months does it take for the tree to be half covered with leaves?",The tree is half covered with leaves after 3 months.,intuitive,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,32,"An orange tree is sprouting leaves. The number of leaves doubles every month. Given that it takes 6 months for the entire tree to be covered with leaves, how many months does it take for the tree to be half covered with leaves?",6 months,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,33,"An iceberg is forming and its surface doubles every year. If the iceberg takes 10 years to grow to 10 square miles, how many years are required for it to grow to 5 square miles?",The iceberg is growing at a rate of 10 square miles per year.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,33,"An iceberg is forming and its surface doubles every year. If the iceberg takes 10 years to grow to 10 square miles, how many years are required for it to grow to 5 square miles?",10 years,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,34,"A woman is in the process of growing her hair. Each year, the length of her hair doubles. If it takes 6 years for her hair to achieve a length of two meters, how long would it take for it to reach a length of one meter?",The length of her hair doubles every year.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,34,"A woman is in the process of growing her hair. Each year, the length of her hair doubles. If it takes 6 years for her hair to achieve a length of two meters, how long would it take for it to reach a length of one meter?",6 years,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,35,"Ants are crawling on a cake, and with each passing minute, their population on the cake doubles. If the entire cake is covered with ants in 30 minutes, how long would it take for half of the cake to be covered with ants?",30 minutes.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,35,"Ants are crawling on a cake, and with each passing minute, their population on the cake doubles. If the entire cake is covered with ants in 30 minutes, how long would it take for half of the cake to be covered with ants?",30 minutes,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,36,"In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?",The population of the rats doubles every month.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,36,"In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?",9 months,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,37,"The wood is burning in a fireplace, and the temperature doubles every minute. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?","The temperature doubles every minute, so the temperature will double every 20 minutes.",t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,37,"The wood is burning in a fireplace, and the temperature doubles every minute. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?",20 minutes,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,38,"In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?",30 days.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,38,"In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?",30 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,39,"An elderly woman regularly feeds cats. Each day, the number of cats she feeds doubles. If she feeds 64 cats on the 6th day, on which day does she feed 32 cats?",The number of cats she feeds on the 6th day is 32.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,39,"An elderly woman regularly feeds cats. Each day, the number of cats she feeds doubles. If she feeds 64 cats on the 6th day, on which day does she feed 32 cats?",6th day,t,True,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,40,"Bamboo is growing in the garden, and its height doubles each day. It takes 5 days to reach a height of 10 meters. How long does it take for the bamboo to attain a height of 5 meters?",The bamboo grows at a rate of 2 meters per day.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,40,"Bamboo is growing in the garden, and its height doubles each day. It takes 5 days to reach a height of 10 meters. How long does it take for the bamboo to attain a height of 5 meters?",5 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,41,"A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?",The cancer cells double every week.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,41,"A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?",4 weeks,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,42,"There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?",The quantity of spoiled fruit doubles daily.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,42,"There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?",40 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,43,"During winter, the lake is gradually freezing. Each day, the ice covering the lake's surface doubles in size. If it takes 10 days for the entire surface of the lake to freeze, how long does it take for half of the lake's surface to become frozen?",The lake freezes in 10 days.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,43,"During winter, the lake is gradually freezing. Each day, the ice covering the lake's surface doubles in size. If it takes 10 days for the entire surface of the lake to freeze, how long does it take for half of the lake's surface to become frozen?",10 days,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,44,"During winter, snowfall is occurring and the depth of the snow cover doubles every hour. If it takes 10 hours for the snow depth to reach 2 meters, how much time is required for it to reach a depth of 1 meter?",The snow depth doubles every hour.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,44,"During winter, snowfall is occurring and the depth of the snow cover doubles every hour. If it takes 10 hours for the snow depth to reach 2 meters, how much time is required for it to reach a depth of 1 meter?",10 hours,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,45,"Five individuals are constructing a home. Each week, the cumulative amount of bricks they place doubles. Given that it takes them 8 weeks to lay all the bricks, determine the duration required for them to lay half of the bricks.",The duration required for them to lay half of the bricks is 8 weeks.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,45,"Five individuals are constructing a home. Each week, the cumulative amount of bricks they place doubles. Given that it takes them 8 weeks to lay all the bricks, determine the duration required for them to lay half of the bricks.",8 weeks,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,46,"Two painters are working on painting a house. With every hour that passes, the total area they've painted doubles. If it takes 16 hours to paint the entire house, how many hours would it take for them to paint half of the house?",16 hours.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,46,"Two painters are working on painting a house. With every hour that passes, the total area they've painted doubles. If it takes 16 hours to paint the entire house, how many hours would it take for them to paint half of the house?",16 hours,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,47,"A grandmother is knitting a scarf for her grandson. Each week, the scarf's length increases twofold. If it takes 6 weeks to complete the entire scarf, how long would it take to knit half of the scarf?",The length of the scarf is doubled every week.,,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,47,"A grandmother is knitting a scarf for her grandson. Each week, the scarf's length increases twofold. If it takes 6 weeks to complete the entire scarf, how long would it take to knit half of the scarf?",6 weeks,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,48,"A forest is expanding on an island, with the area occupied by the trees doubling each year. If it takes 140 years for the entire island to be covered with trees, how many years would it take for the forest to cover half of the island?",The forest will cover half of the island in 140 years.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,48,"A forest is expanding on an island, with the area occupied by the trees doubling each year. If it takes 140 years for the entire island to be covered with trees, how many years would it take for the forest to cover half of the island?",140 years,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,49,"A gas cylinder is experiencing a leak. With each passing hour, the total quantity of leaked gas doubles. If it requires 4 hours for the entire gas to leak out, how much time is needed for half of the gas to escape?",The total quantity of gas leaked in 4 hours is 4/2 = 2.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,49,"A gas cylinder is experiencing a leak. With each passing hour, the total quantity of leaked gas doubles. If it requires 4 hours for the entire gas to leak out, how much time is needed for half of the gas to escape?",4 hours,t,False,mc,Forced choice
crt3,OLMo 7B,OLMo,7.0,50,"People are walking into a theater and taking their seats. The number of people in the room multiplies by two every minute. If it takes 6 minutes for all of the seats to be taken, how long does it take for half of the seats to be taken?",6 minutes.,t,False,generated,Production
crt3,OLMo 7B,OLMo,7.0,50,"People are walking into a theater and taking their seats. The number of people in the room multiplies by two every minute. If it takes 6 minutes for all of the seats to be taken, how long does it take for half of the seats to be taken?",6 minutes,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",12 days.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,2,"A pandemic is occurring in a state where the total number of infected individuals doubles daily. If it takes 10 days for the entire state's population to become infected, how many days would it take for half of the state's population to be infected?",10 days.,t,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,2,"A pandemic is occurring in a state where the total number of infected individuals doubles daily. If it takes 10 days for the entire state's population to become infected, how many days would it take for half of the state's population to be infected?",10 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,3,"People are escaping from war. Each day, the total count of refugees doubles. If it takes 22 days for the entire population to evacuate, how long would it take for half of the population to do so?",10 days.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,3,"People are escaping from war. Each day, the total count of refugees doubles. If it takes 22 days for the entire population to evacuate, how long would it take for half of the population to do so?",22 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,4,"A farmer is plowing a field. Each hour, the total plowed area doubles. If it takes 10 hours for the entire field to be plowed, how long would it take for half of the field to be plowed?",10 hours.,t,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,4,"A farmer is plowing a field. Each hour, the total plowed area doubles. If it takes 10 hours for the entire field to be plowed, how long would it take for half of the field to be plowed?",10 hours,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,5,"The apples are dropping from an apple tree, with the total count of fallen apples doubling each day. If it requires 16 days for all the apples to drop, how many days would it take for half the apples to fall?",16 days.,t,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,5,"The apples are dropping from an apple tree, with the total count of fallen apples doubling each day. If it requires 16 days for all the apples to drop, how many days would it take for half the apples to fall?",16 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,6,"Fish are migrating and each day, the total distance they cover doubles. If it takes the fish 18 days to reach their destination, how many days would it take for them to cover half the distance?",12 days,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,6,"Fish are migrating and each day, the total distance they cover doubles. If it takes the fish 18 days to reach their destination, how many days would it take for them to cover half the distance?",18 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,7,"A tree branch is falling, and with each passing second, the total distance it covered doubles. If it takes 6 seconds for the branch to reach the ground, how long would it take for it to cover one-half of the total distance?",12 seconds.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,7,"A tree branch is falling, and with each passing second, the total distance it covered doubles. If it takes 6 seconds for the branch to reach the ground, how long would it take for it to cover one-half of the total distance?",3 seconds,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,8,"A fly is traveling from point A to point B. With each passing hour, the total distance it covered doubles. If the fly reaches point B in 12 hours, how long does it take for the fly to cover half of the distance?",6 hours.,intuitive,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,8,"A fly is traveling from point A to point B. With each passing hour, the total distance it covered doubles. If the fly reaches point B in 12 hours, how long does it take for the fly to cover half of the distance?",6 hours,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,9,"A new concrete pavement is drying. The overall area of dried concrete doubles each day. If it requires 4 days for the entire pavement to dry completely, how many days does it take for half the pavement to become dry?",12 days.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,9,"A new concrete pavement is drying. The overall area of dried concrete doubles each day. If it requires 4 days for the entire pavement to dry completely, how many days does it take for half the pavement to become dry?",2 days,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,10,"There is a freezer filled with food, and the total volume of the frozen food doubles every hour. If it takes 16 hours for all the food to become frozen, how long would it take to freeze half of the food?",16 hours.,t,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,10,"There is a freezer filled with food, and the total volume of the frozen food doubles every hour. If it takes 16 hours for all the food to become frozen, how long would it take to freeze half of the food?",8 hours,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,11,"A pot of water is boiling on the stove, and with each passing hour, the overall volume of the evaporated water doubles. If the entire pot takes 6 hours to evaporate completely, how long does it take for half of the pot to evaporate?",3 hours.,intuitive,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,11,"A pot of water is boiling on the stove, and with each passing hour, the overall volume of the evaporated water doubles. If the entire pot takes 6 hours to evaporate completely, how long does it take for half of the pot to evaporate?",3 hours,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,12,"There is a section of mold on a bread loaf that doubles in size every hour. If it takes 16 hours for the mold to completely cover the bread, how much time is needed for the mold to cover half of the bread?",16 hours.,t,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,12,"There is a section of mold on a bread loaf that doubles in size every hour. If it takes 16 hours for the mold to completely cover the bread, how much time is needed for the mold to cover half of the bread?",8 hours,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,13,"A forest is engulfed in flames. Each day, the overall area of the scorched forest doubles in size. If it takes 18 days for the entire forest to be consumed by the fire, how many days would it take for half of the forest to be burnt?",12 days.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,13,"A forest is engulfed in flames. Each day, the overall area of the scorched forest doubles in size. If it takes 18 days for the entire forest to be consumed by the fire, how many days would it take for half of the forest to be burnt?",18 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",120 days.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",30 days,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",12 days.,t,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",12 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,16,"An investor possesses 1 bitcoin. Each day, their number of bitcoins doubles. If it takes them 30 days to achieve their investment target, how long would it take for them to reach half of that target?",10 days.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,16,"An investor possesses 1 bitcoin. Each day, their number of bitcoins doubles. If it takes them 30 days to achieve their investment target, how long would it take for them to reach half of that target?",30 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,17,"Fish inhabit a creek, and their population doubles each week. If it requires 24 weeks for the entire creek to become completely filled with fish, how long would it take to fill half of the creek with fish?",12 weeks.,intuitive,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,17,"Fish inhabit a creek, and their population doubles each week. If it requires 24 weeks for the entire creek to become completely filled with fish, how long would it take to fill half of the creek with fish?",12 weeks,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,18,"A dust cloud hovers above the city, doubling in size each day. If it takes 12 days for the entire city to be engulfed by the cloud, how many days does it take for the cloud to cover half of the city?",12 days.,t,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,18,"A dust cloud hovers above the city, doubling in size each day. If it takes 12 days for the entire city to be engulfed by the cloud, how many days does it take for the cloud to cover half of the city?",12 days,t,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,19,"There is a sick student in the class. Each day, the number of sick students doubles. If it takes 6 days for the entire class to become sick, how many days does it take for half of the class to become sick?",12 days.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,19,"There is a sick student in the class. Each day, the number of sick students doubles. If it takes 6 days for the entire class to become sick, how many days does it take for half of the class to become sick?",3 days,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,20,"A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?",.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,20,"A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?",2 days,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,21,"A moss patch is expanding on a rock, doubling its size each day. It takes 300 days for the moss to completely cover the rock. How many days are required for the moss to cover half of the rock?",150 days.,intuitive,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,21,"A moss patch is expanding on a rock, doubling its size each day. It takes 300 days for the moss to completely cover the rock. How many days are required for the moss to cover half of the rock?",150 days,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,22,"Beneath a tree, there is a heap of leaves that doubles in size every week. If it takes 4 weeks for the pile to attain a height of 4 meters, how much time is required for it to reach a height of 2 meters?",12 weeks,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,22,"Beneath a tree, there is a heap of leaves that doubles in size every week. If it takes 4 weeks for the pile to attain a height of 4 meters, how much time is required for it to reach a height of 2 meters?",2 weeks,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,23,"Mushrooms are cultivated in a container, and their quantity doubles daily. Given that it takes 6 days for the mushrooms to fill the entire container, determine the time needed to fill half of the container.",12 days.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,23,"Mushrooms are cultivated in a container, and their quantity doubles daily. Given that it takes 6 days for the mushrooms to fill the entire container, determine the time needed to fill half of the container.",3 days,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,24,"There is a man who raises rabbits in a barn. Each year, the rabbit population doubles. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",16 years.,,False,generated,Production
crt3,Gemma 2B,Gemma,2.0,24,"There is a man who raises rabbits in a barn. Each year, the rabbit population doubles. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",4 years,intuitive,False,mc,Forced choice
crt3,Gemma 2B,Gemma,2.0,25,"Within a forest, there is a growing patch of ramson that doubles in size each week. If it takes 10 weeks for the entire forest to be covered with ramson, how long would it take for the ramson to cover half of the forest?",10 weeks.,t,False,generated,Production
