item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision,model_family,model_n_params,dataset,to_drop,good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID
278,,,,,,crt3,-55.595970153808594,-63.33061981201172,True,-1.518207550048828,-2.596332550048828,-1.6893272399902344,-2.3221397399902344,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,These guests explain that Timothy approached them.,These guests explain that Timothy approached themselves.,syntax_semantics,binding,principle_A_domain_1,852.0
279,,,,,,crt3,-58.5498046875,-63.70573425292969,True,-1.5455780029296875,-2.7018280029296875,-1.5762548446655271,-2.5606298446655273,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Derek didn't imagine that Heidi is attacking him.,Derek didn't imagine that Heidi is attacking himself.,syntax_semantics,binding,principle_A_domain_1,274.0
280,,,,,,crt3,-63.449127197265625,-65.49212646484375,True,-1.4817686080932615,-2.6536436080932617,-1.6043338775634766,-2.604333877563477,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,The waitresses say Tina had shocked herself.,The waitresses say Tina had shocked themselves.,syntax_semantics,binding,principle_A_domain_2,165.0
281,,,,,,crt3,-50.500938415527344,-54.5047721862793,True,-1.4719772338867188,-2.6204147338867188,-1.4798812866210938,-2.6361312866210938,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,It's herself that Tammy returns to.,It's herself that returns to Tammy.,syntax_semantics,binding,principle_A_reconstruction,906.0
282,,,,,,crt3,-80.37556457519531,-82.69476318359375,True,-1.5680532455444336,-2.6539907455444336,-1.583208084106445,-2.6535205841064453,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,A lot of children who aren't distracting Kevin could insult themselves.,A lot of children who aren't distracting Kevin could insult himself.,syntax_semantics,binding,principle_A_c_command,619.0
283,,,,,,crt3,-67.17218017578125,-70.69511413574219,True,-1.5765132904052734,-2.6858882904052734,-1.6766843795776367,-2.5438718795776367,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Cynthia hadn't said that the hills are confusing her.,Cynthia hadn't said that the hills are confusing herself.,syntax_semantics,binding,principle_A_domain_1,771.0
284,,,,,,crt3,-59.30537414550781,-64.23914337158203,True,-1.5028400421142578,-2.580965042114258,-1.6752700805664062,-2.3393325805664062,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Brian would explain that some girl respected him.,Brian would explain that some girl respected himself.,syntax_semantics,binding,principle_A_domain_1,692.0
285,,,,,,crt3,-43.574981689453125,-51.98944854736328,True,-1.4297237396240234,-2.453161239624023,-1.5764808654785156,-2.3967933654785156,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Donald imagines himself climbing up a hill.,Donald imagines himself climbed up a hill.,syntax/semantics,binding,principle_A_case_2,315.0
286,,,,,,crt3,-53.90216827392578,-67.86582946777344,True,-1.5095577239990234,-2.790807723999023,-1.5929203033447266,-2.5382328033447266,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Jodi doesn't say that she kisses Carol.,Jodi doesn't say that herself kisses Carol.,syntax_semantics,binding,principle_A_case_1,745.0
287,,,,,,crt3,-56.01190948486328,-60.96253204345703,True,-1.3927392959594729,-2.5255517959594727,-1.4957256317138672,-2.323850631713867,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Florence did think that Walter stunned her.,Florence did think that Walter stunned herself.,syntax_semantics,binding,principle_A_domain_1,4.0
288,,,,,,crt3,-67.29656982421875,-66.58259582519531,False,-1.5259017944335938,-2.5259017944335938,-1.4958457946777344,-2.5036582946777344,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Lori was forgetting about herself irritating Rachelle.,Lori was forgetting about herself irritated Rachelle.,syntax/semantics,binding,principle_A_case_2,439.0
289,,,,,,crt3,-49.51879119873047,-54.2840690612793,True,-1.4372539520263672,-2.359128952026367,-1.4821348190307615,-2.4040098190307617,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Bruce hadn't thought Kendra sounded like herself.,Bruce hadn't thought Kendra sounded like himself.,syntax_semantics,binding,principle_A_domain_2,197.0
290,,,,,,crt3,-79.46646881103516,-81.79399871826172,True,-1.536651611328125,-2.661651611328125,-1.546783447265625,-2.624908447265625,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Some guy that wasn't distracting Paula isn't visiting himself.,Some guy that wasn't distracting Paula isn't visiting herself.,syntax_semantics,binding,principle_A_c_command,632.0
291,,,,,,crt3,-74.38154602050781,-74.0218505859375,False,-1.5476999282836914,-2.5633249282836914,-1.5523090362548828,-2.692934036254883,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,That truck that didn't irritate Christopher hurt itself.,That truck that didn't irritate Christopher hurt himself.,syntax_semantics,binding,principle_A_c_command,403.0
292,,,,,,crt3,-72.69065856933594,-75.35285949707031,True,-1.4389734268188477,-2.6186609268188477,-1.4624290466308594,-2.7436790466308594,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Ruth's boyfriend does think Katherine did respect herself.,Katherine does think Ruth's boyfriend did respect herself.,syntax_semantics,binding,principle_A_domain_3,872.0
293,,,,,,crt3,-58.46332550048828,-61.91650390625,True,-1.4953975677490234,-2.823522567749023,-1.510080337524414,-2.650705337524414,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,All adults explain that David doesn't hurt them.,All adults explain that David doesn't hurt themselves.,syntax_semantics,binding,principle_A_domain_1,897.0
294,,,,,,crt3,-57.220550537109375,-59.6243896484375,True,-1.5278701782226562,-2.762245178222656,-1.4841670989990234,-2.788854598999023,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,It's themselves that hospitals could admire.,It's themselves that could admire hospitals.,syntax_semantics,binding,principle_A_reconstruction,545.0
295,,,,,,crt3,-73.33271026611328,-86.8076171875,True,-1.4554443359375,-2.8929443359375,-1.4916744232177734,-2.6791744232177734,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,The Lutherans aren't thinking that they exited the grocery stores.,The Lutherans aren't thinking that themselves exited the grocery stores.,syntax_semantics,binding,principle_A_case_1,328.0
296,,,,,,crt3,-74.00316619873047,-75.19939422607422,True,-1.7043704986572266,-2.4934329986572266,-1.6572132110595703,-2.5165882110595703,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,The customers who distracts the guy would investigate themselves.,The customers who distracts the guy would investigate himself.,syntax_semantics,binding,principle_A_c_command,89.0
297,,,,,,crt3,-61.495819091796875,-60.031463623046875,False,-1.5242023468017578,-2.680452346801758,-1.521831512451172,-2.670269012451172,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,It's themselves who some senators aren't firing.,It's themselves who aren't firing some senators.,syntax_semantics,binding,principle_A_reconstruction,453.0
298,,,,,,crt3,-47.923797607421875,-51.43470764160156,True,-1.4947080612182615,-2.6822080612182617,-1.5006580352783203,-2.6569080352783203,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Natalie says John investigates himself.,John says Natalie investigates himself.,syntax_semantics,binding,principle_A_domain_3,462.0
299,,,,,,crt3,-49.09113311767578,-50.1802978515625,True,-1.5178947448730469,-2.299144744873047,-1.6029014587402344,-2.2435264587402344,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,James said Danielle had praised herself.,James said Danielle had praised himself.,syntax_semantics,binding,principle_A_domain_2,185.0
300,,,,,,crt3,-59.92664337158203,-67.21092224121094,True,-1.4484138488769531,-2.854663848876953,-1.509687423706055,-2.6581249237060547,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,All waiters say that Rose was insulting them.,All waiters say that Rose was insulting themselves.,syntax_semantics,binding,principle_A_domain_1,831.0
301,,,,,,crt3,-83.98634338378906,-89.73155212402344,True,-1.4520511627197266,-2.5614261627197266,-1.5249738693237305,-2.4780988693237305,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Many teenagers are forgetting that a fish will alarm Gerald.,Many teenagers are forgetting who a fish will alarm Gerald.,syntax,filler_gap_dependency,wh_vs_that_no_gap,608.0
302,,,,,,crt3,-102.50296020507812,-105.627685546875,True,-1.547811508178711,-2.469686508178711,-1.537078857421875,-2.412078857421875,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,George won't reveal what that driver that hadn't spun around should walk through.,George won't reveal that that driver that hadn't spun around should walk through.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,492.0
303,,,,,,crt3,-120.18031311035156,-119.34783935546876,False,-1.4864730834960938,-2.6114730834960938,-1.516357421875,-2.610107421875,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Valerie forgets the senators that that guy hadn't fired that hadn't disliked many stories.,Valerie forgets what the senators that that guy hadn't fired hadn't disliked many stories.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,452.0
304,,,,,,crt3,-109.65819549560548,-120.24763488769533,True,-1.3924856185913086,-2.3846731185913086,-1.4511747360229492,-2.318362236022949,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,William shouldn't question all children that these teenagers approach that are wearing most scarves.,William shouldn't question what all children that these teenagers approach are wearing most scarves.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,566.0
305,,,,,,crt3,-97.89020538330078,-95.14476776123048,False,-1.5888748168945312,-2.5654373168945312,-1.5923242568969729,-2.5376367568969727,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,This man doesn't investigate who many guests that aren't compromising admire.,This man doesn't investigate that many guests that aren't compromising admire.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,784.0
306,,,,,,crt3,-133.87217712402344,-133.52908325195312,False,-1.5365924835205078,-2.505342483520508,-1.5761795043945312,-2.4980545043945312,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Timothy is discovering every window that some print hasn't looked like that has bothered a lot of legislatures.,Timothy is discovering what every window that some print hasn't looked like has bothered a lot of legislatures.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,847.0
307,,,,,,crt3,-63.45684814453125,-71.27984619140625,True,-1.3878021240234375,-2.6065521240234375,-1.3885498046875,-2.4901123046875,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Donald won't notice the foot that John took.,Donald won't notice what John took the foot.,syntax,filler_gap_dependency,wh_questions_object_gap,304.0
308,,,,,,crt3,-76.47698974609375,-84.66722869873047,True,-1.4538688659667969,-2.563243865966797,-1.507038116455078,-2.577350616455078,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Jennifer has noticed this cactus that wasn't hurting Carrie.,Jennifer has noticed who this cactus wasn't hurting Carrie.,syntax,filler_gap_dependency,wh_questions_subject_gap,786.0
309,,,,,,crt3,-76.54730224609375,-68.04082489013672,False,-1.5159187316894531,-2.484668731689453,-1.4910860061645508,-2.514523506164551,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,A lot of governments find out who some mouth scares.,A lot of governments find out that some mouth scares.,syntax,filler_gap_dependency,wh_vs_that_with_gap,414.0
310,,,,,,crt3,-101.4181671142578,-102.65574645996094,True,-1.4445486068725586,-2.5070486068725586,-1.4955329895019531,-2.511157989501953,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Douglas investigated girls that that picture looks like that weren't scaring the companies.,Douglas investigated what girls that that picture looks like weren't scaring the companies.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,809.0
311,,,,,,crt3,-90.99937438964844,-96.60311889648438,True,-1.5938348770141602,-2.46883487701416,-1.5604963302612305,-2.4823713302612305,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,These guests notice a driver that all couches hadn't scared.,These guests notice who all couches hadn't scared a driver.,syntax,filler_gap_dependency,wh_questions_object_gap,748.0
312,,,,,,crt3,-88.152587890625,-93.53043365478516,True,-1.523324966430664,-2.484262466430664,-1.5304079055786133,-2.4366579055786133,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Teachers wouldn't investigate every child that these high schools can't annoy.,Teachers wouldn't investigate who these high schools can't annoy every child.,syntax,filler_gap_dependency,wh_questions_object_gap,412.0
313,,,,,,crt3,-84.53515625,-89.3609848022461,True,-1.405776023864746,-2.382338523864746,-1.4178104400634766,-2.284997940063477,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Sarah had remembered most glaciers that Julie shouldn't leave.,Sarah had remembered what Julie shouldn't leave most glaciers.,syntax,filler_gap_dependency,wh_questions_object_gap,283.0
314,,,,,,crt3,-88.32913970947266,-84.15899658203125,False,-1.3987483978271484,-2.6487483978271484,-1.3688812255859375,-2.6579437255859375,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Richard will think about many museums that that government was criticizing.,Richard will think about what that government was criticizing many museums.,syntax,filler_gap_dependency,wh_questions_object_gap,854.0
315,,,,,,crt3,-120.09138488769533,-132.48194885253906,True,-1.544878005981445,-2.5917530059814453,-1.6437101364135742,-2.510897636413574,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Some actresses forget that a projector that hadn't hurt Renee astounds those waitresses.,Some actresses forget who a projector that hadn't hurt Renee astounds those waitresses.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,760.0
316,,,,,,crt3,-74.83919525146484,-75.53292083740234,True,-1.5063657760620115,-2.5063657760620117,-1.5444011688232422,-2.411588668823242,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Raymond had seen the window that has looked like many sketches.,Raymond had seen what the window has looked like many sketches.,syntax,filler_gap_dependency,wh_questions_subject_gap,750.0
317,,,,,,crt3,-75.92570495605469,-80.1851577758789,True,-1.4160079956054688,-2.6425704956054688,-1.4584293365478516,-2.6224918365478516,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Some teacher investigated schools that could irritate those teenagers.,Some teacher investigated who schools could irritate those teenagers.,syntax,filler_gap_dependency,wh_questions_subject_gap,878.0
318,,,,,,crt3,-83.7181396484375,-87.43254089355469,True,-1.4999351501464844,-2.6014976501464844,-1.5824174880981443,-2.5121049880981445,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Edward had thought about a blouse that has resembled all prints.,Edward had thought about what a blouse has resembled all prints.,syntax,filler_gap_dependency,wh_questions_subject_gap,110.0
319,,,,,,crt3,-71.37883758544922,-76.0495376586914,True,-1.5795059204101562,-2.517005920410156,-1.6363601684570312,-2.3785476684570312,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Kathleen doesn't figure out that this boy is working with most women.,Kathleen doesn't figure out who this boy is working with most women.,syntax,filler_gap_dependency,wh_vs_that_no_gap,182.0
320,,,,,,crt3,-75.77568817138672,-75.9880142211914,True,-1.4541358947753906,-2.36038589477539,-1.5024080276489258,-2.275845527648926,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Kenneth conceals that every teenager exits every high school.,Kenneth conceals what every teenager exits every high school.,syntax,filler_gap_dependency,wh_vs_that_no_gap,390.0
321,,,,,,crt3,-88.26280975341797,-94.44720458984376,True,-1.4994659423828125,-2.6479034423828125,-1.5221843719482422,-2.654996871948242,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Valerie knew that those books that exist were upsetting those waiters.,Valerie knew who those books that exist were upsetting those waiters.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,166.0
322,,,,,,crt3,-75.55443572998047,-72.96515655517578,False,-1.5346450805664062,-2.4330825805664062,-1.475998878479004,-2.413498878479004,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Stephen should forget what offspring weren't examining.,Stephen should forget that offspring weren't examining.,syntax,filler_gap_dependency,wh_vs_that_with_gap,325.0
323,,,,,,crt3,-84.63031005859375,-83.55897521972656,False,-1.5711421966552734,-2.7352046966552734,-1.565887451171875,-2.722137451171875,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,All universities weren't concealing who the offspring flees from.,All universities weren't concealing that the offspring flees from.,syntax,filler_gap_dependency,wh_vs_that_with_gap,871.0
324,,,,,,crt3,-68.14208984375,-68.98298645019531,True,-1.4359922409057615,-2.4828672409057617,-1.5650300979614258,-2.385342597961426,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Many guests find out what some cashier wore.,Many guests find out that some cashier wore.,syntax,filler_gap_dependency,wh_vs_that_with_gap,348.0
325,,,,,,crt3,-72.18981170654297,-65.87928771972656,False,-1.4898033142089844,-2.4351158142089844,-1.5003652572631836,-2.4300527572631836,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Those teenagers realize who all guests flee from.,Those teenagers realize that all guests flee from.,syntax,filler_gap_dependency,wh_vs_that_with_gap,11.0
326,,,,,,crt3,-77.48322296142578,-79.83672332763672,True,-1.4611358642578125,-2.7814483642578125,-1.4563369750976562,-2.729774475097656,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Those senators see those teachers that that doctor dislikes.,Those senators see who that doctor dislikes those teachers.,syntax,filler_gap_dependency,wh_questions_object_gap,974.0
327,,,,,,crt3,-117.45764923095705,-118.89913940429688,True,-1.5706901550292969,-2.437877655029297,-1.5842361450195312,-2.5217361450195312,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,The Clintons haven't questioned some adult that Joseph fired that disliked that cashier.,The Clintons haven't questioned who some adult that Joseph fired disliked that cashier.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,493.0
328,,,,,,crt3,-91.89285278320312,-99.56828308105467,True,-1.423809051513672,-2.556621551513672,-1.444645881652832,-2.483708381652832,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Kathleen investigates that the customer that saw Sabrina cleaned the pie.,Kathleen investigates what the customer that saw Sabrina cleaned the pie.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,852.0
329,,,,,,crt3,-104.9501495361328,-108.5710906982422,True,-1.5877952575683594,-2.3299827575683594,-1.62872314453125,-2.31622314453125,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Adam was forgetting that every doctor that describes Rachel was descending many mountains.,Adam was forgetting what every doctor that describes Rachel was descending many mountains.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,274.0
330,,,,,,crt3,-108.50730895996094,-105.70629119873048,False,-1.6065349578857422,-2.450284957885742,-1.6130847930908203,-2.3396472930908203,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Holly had forgotten what a guy that hadn't cured Galileo can't drive to.,Holly had forgotten that a guy that hadn't cured Galileo can't drive to.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,165.0
331,,,,,,crt3,-78.47998046875,-70.16185760498047,False,-1.545806884765625,-2.592681884765625,-1.5292701721191406,-2.5448951721191406,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Some guys learn who most waitresses aren't arguing about.,Some guys learn that most waitresses aren't arguing about.,syntax,filler_gap_dependency,wh_vs_that_with_gap,906.0
332,,,,,,crt3,-72.6599349975586,-79.19486999511719,True,-1.462717056274414,-2.572092056274414,-1.5391101837158203,-2.4453601837158203,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Tanya hadn't seen every grocery store that Tara cleaned.,Tanya hadn't seen what Tara cleaned every grocery store.,syntax,filler_gap_dependency,wh_questions_object_gap,619.0
333,,,,,,crt3,-109.40623474121094,-115.96148681640624,True,-1.453404426574707,-2.429966926574707,-1.479304313659668,-2.416804313659668,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Erin had forgotten that all alumni that lifted water conceal these lamps.,Erin had forgotten what all alumni that lifted water conceal these lamps.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,771.0
334,,,,,,crt3,-104.72688293457033,-107.55558776855467,True,-1.599325180053711,-2.364950180053711,-1.6036863327026367,-2.4474363327026367,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,This teenager isn't remembering that these guys that can chat had sold the cafe.,This teenager isn't remembering what these guys that can chat had sold the cafe.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,692.0
335,,,,,,crt3,-68.654296875,-76.18939208984375,True,-1.4063806533813477,-2.5470056533813477,-1.5129213333129885,-2.4113588333129883,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Teresa figured out that every student hid some shirt.,Teresa figured out what every student hid some shirt.,syntax,filler_gap_dependency,wh_vs_that_no_gap,315.0
336,,,,,,crt3,-100.87853240966795,-109.9455108642578,True,-1.5160455703735352,-2.328545570373535,-1.514388084411621,-2.490950584411621,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Daniel investigated some associations that Frank thinks about that talked about all doctors.,Daniel investigated who some associations that Frank thinks about talked about all doctors.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,745.0
337,,,,,,crt3,-129.83050537109375,-131.6131591796875,True,-1.5222434997558594,-2.7331809997558594,-1.5246028900146484,-2.7667903900146484,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Every cashier wouldn't investigate that some birds that weren't distracting Steve broke some unicycles.,Every cashier wouldn't investigate what some birds that weren't distracting Steve broke some unicycles.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,4.0
338,,,,,,crt3,-69.05885314941406,-73.98199462890625,True,-1.478194236755371,-2.462569236755371,-1.5184507369995115,-2.4168882369995117,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Kristen conceals that the actor observes Dennis.,Kristen conceals who the actor observes Dennis.,syntax,filler_gap_dependency,wh_vs_that_no_gap,439.0
339,,,,,,crt3,-106.11289978027344,-104.52814483642578,False,-1.4720077514648438,-2.464195251464844,-1.4723119735717771,-2.4098119735717773,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,David can't investigate who every waitress that hadn't questioned Janet listens to.,David can't investigate that every waitress that hadn't questioned Janet listens to.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,197.0
340,,,,,,crt3,-79.93101501464844,-78.76065063476562,False,-1.540369987487793,-2.548182487487793,-1.4870624542236328,-2.627687454223633,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Meredith will remember all synopses that Christine had thought about.,Meredith will remember what Christine had thought about all synopses.,syntax,filler_gap_dependency,wh_questions_object_gap,632.0
341,,,,,,crt3,-87.16210174560547,-92.6376953125,True,-1.4471664428710938,-2.4002914428710938,-1.4785261154174805,-2.4394636154174805,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Samantha hadn't noticed a lot of offspring that Bethany won't hate.,Samantha hadn't noticed who Bethany won't hate a lot of offspring.,syntax,filler_gap_dependency,wh_questions_object_gap,403.0
342,,,,,,crt3,-86.06257629394531,-91.79085540771484,True,-1.4597902297973633,-2.7957277297973633,-1.453434944152832,-2.711247444152832,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,The Lutherans haven't questioned a lot of museums that remember Lisa.,The Lutherans haven't questioned who a lot of museums remember Lisa.,syntax,filler_gap_dependency,wh_questions_subject_gap,872.0
343,,,,,,crt3,-116.55097198486328,-125.86095428466795,True,-1.5682334899902344,-2.2947959899902344,-1.6033620834350586,-2.1971120834350586,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Rodney hasn't learned that all actors that shouldn't sound like Martin hadn't noticed Theodore.,Rodney hasn't learned who all actors that shouldn't sound like Martin hadn't noticed Theodore.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,897.0
344,,,,,,crt3,-57.25454330444336,-62.633731842041016,True,-1.5179176330566406,-2.6116676330566406,-1.6691789627075195,-2.3098039627075195,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,These women investigate what these boys revealed.,These women investigate that these boys revealed.,syntax,filler_gap_dependency,wh_vs_that_with_gap,545.0
345,,,,,,crt3,-114.28856658935548,-118.35868072509766,True,-1.5718917846679688,-2.4390792846679688,-1.5168952941894531,-2.571582794189453,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Dancers forget this patient that Ann might flee from that fixes a lot of teeth.,Dancers forget what this patient that Ann might flee from fixes a lot of teeth.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,328.0
346,,,,,,crt3,-85.60771179199219,-94.0426254272461,True,-1.4443588256835938,-2.3584213256835938,-1.425288200378418,-2.347163200378418,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Ruth isn't investigating every teenager that Sherry isn't firing.,Ruth isn't investigating who Sherry isn't firing every teenager.,syntax,filler_gap_dependency,wh_questions_object_gap,89.0
347,,,,,,crt3,-72.5954360961914,-70.35466003417969,False,-1.4624004364013672,-2.446775436401367,-1.435037612915039,-2.599100112915039,False,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,That hospital hasn't concealed who every person fired.,That hospital hasn't concealed that every person fired.,syntax,filler_gap_dependency,wh_vs_that_with_gap,453.0
348,,,,,,crt3,-80.87225341796875,-83.68415832519531,True,-1.425945281982422,-2.355632781982422,-1.4447307586669922,-2.421293258666992,True,False,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Sherry can't notice some pedestrians that are appreciating Florence.,Sherry can't notice who some pedestrians are appreciating Florence.,syntax,filler_gap_dependency,wh_questions_subject_gap,462.0
349,,,,,,crt3,-95.46705627441406,-94.6529312133789,False,-1.5852537155151367,-2.3665037155151367,-1.596756935119629,-2.253006935119629,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Raymond discovered what many alumni that will disagree with Melanie liked.,Raymond discovered that many alumni that will disagree with Melanie liked.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,185.0
350,,,,,,crt3,-120.8362045288086,-122.53570556640624,True,-1.5430021286010742,-2.316439628601074,-1.6100397109985352,-2.297539710998535,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Those guests find out that every dancer that has scanned that documentary shouldn't break some plate.,Those guests find out what every dancer that has scanned that documentary shouldn't break some plate.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,831.0
351,,,,,,crt3,-44.56678771972656,-52.6400146484375,True,-1.450117111206055,-2.8563671112060547,-1.5149059295654297,-2.7102184295654297,True,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Tracy hadn't hugged Emily.,This sweater hadn't hugged Emily.,syntax,s-selection,animate_subject_trans,500.0
352,,,,,,crt3,-55.995941162109375,-53.58406829833984,False,-1.4765539169311523,-2.7890539169311523,-1.4562320709228516,-2.7296695709228516,False,True,True,False,False,True,Llama-2 13B,,Llama-2,13.0,blimp,,Most actors skated around this library.,Many reports skated around this library.,syntax,s-selection,animate_subject_trans,391.0
